customer_id,country,state,city,zip_code,total_population,latitude,longitude
1112-CUNAO,United States,California,Grimes,95950,531,39.033058,-121.895718
1113-IUJYX,United States,California,Winnetka,91306,43857,34.209532,-118.577563
1114-CENIM,United States,California,San Jacinto,92582,4456,33.806708,-117.020070
1116-DXXDF,United States,California,Porter Ranch,91326,28067,34.281911,-118.556218
1116-FRYVH,United States,California,Kingsburg,93631,14088,36.478239,-119.521370
1120-BMWUB,United States,California,Los Angeles,90056,8115,33.987945,-118.370442
1121-QSIVB,United States,California,Bakersfield,93309,58632,35.342891,-119.064803
1122-JWTJW,United States,California,Ocotillo,92259,471,32.698964,-115.886656
1122-YJBCS,United States,California,Los Angeles,90032,46960,34.078821,-118.177576
1125-SNVCK,United States,California,Los Angeles,90040,9805,33.994524,-118.149953
1131-ALZWV,United States,California,San Lorenzo,94580,26240,37.676249,-122.132415
1131-QQZEB,United States,California,Sunset Beach,90742,1107,33.719221,-118.073596
1131-SUEKT,United States,California,Hood,95639,213,38.375325,-121.507935
1133-KXCGE,United States,California,Palmdale,93552,25370,34.557711,-118.029441
1134-YWTYF,United States,California,Fresno,93725,21010,36.623632,-119.741322
1135-HIORI,United States,California,Byron,94514,10153,37.833230,-121.601461
1135-LMECX,United States,California,Moreno Valley,92551,22983,33.882740,-117.224878
1136-XGEQU,United States,California,Winchester,92596,4093,33.657433,-117.042540
1137-DGOWI,United States,California,Coachella,92236,23170,33.680031,-116.171678
1139-WUOAH,United States,California,Vallecito,95251,460,38.055562,-120.456298
1140-UKVZG,United States,California,Farmersville,93223,8644,36.298780,-119.201028
1142-IHLOO,United States,California,San Diego,92107,27959,32.741852,-117.243453
1142-WACZW,United States,California,Chico,95926,35808,39.745712,-121.843330
1143-NMNQJ,United States,California,Boulder Creek,95006,10520,37.171727,-122.142961
1150-FTQGN,United States,California,Oregon House,95962,1519,39.342587,-121.249833
1150-WFARN,United States,California,Brawley,92227,23394,33.039330,-115.191857
1153-GNOLC,United States,California,Santa Ana,92707,62634,33.714829,-117.872941
1154-HYWWO,United States,California,San Clemente,92672,34946,33.429488,-117.609432
1156-ZFYDO,United States,California,Glendale,91201,23981,34.170510,-118.289463
1157-BQCUW,United States,California,Fall River Mills,96028,1902,41.017282,-121.468945
1159-WFSGR,United States,California,South Pasadena,91030,23984,34.110444,-118.156957
1162-ECVII,United States,California,Fresno,93704,26580,36.799648,-119.801247
1163-ONYEY,United States,California,Shoshone,92384,87,35.924252,-116.188668
1163-VIPRI,United States,California,Garberville,95542,2423,40.057784,-123.679461
1166-PQLGG,United States,California,Redwood City,94065,10658,37.527497,-122.230941
1167-OYZJF,United States,California,Santa Monica,90402,11509,34.035849,-118.503508
1169-SAOCL,United States,California,Brookdale,95007,1007,37.106902,-122.100006
1169-WCVAK,United States,California,Fresno,93710,29337,36.822715,-119.761826
1170-SASML,United States,California,Desert Hot Springs,92240,22796,33.948558,-116.516976
1171-TYKUR,United States,California,Los Angeles,90010,1957,34.062125,-118.315709
1172-VIYBP,United States,California,Cathedral City,92234,43141,33.829583,-116.474131
1173-NOEYG,United States,California,Santa Margarita,93453,2687,35.303926,-120.256567
1173-XZPYF,United States,California,Torrance,90501,40705,33.833699,-118.314387
1174-FGIFN,United States,California,Squaw Valley,93675,3146,36.719141,-119.202677
1177-XZBJL,United States,California,Palermo,95968,1254,39.435756,-121.552071
1178-PZGAB,United States,California,Sun City,92585,8692,33.739412,-117.173334
1179-INLAT,United States,California,Santa Clara,95050,36349,37.351214,-121.952417
1183-CANVH,United States,California,Escondido,92027,48690,33.141265,-116.967221
1184-PJVDB,United States,California,Amador City,95601,222,38.431407,-120.842100
1187-WILMM,United States,California,Lindsay,93247,15508,36.205465,-119.085807
1193-RTSLK,United States,California,Happy Camp,96039,1294,41.831901,-123.487478
1194-BHJYC,United States,California,Lockwood,93932,538,35.989792,-121.055933
1194-HVAIF,United States,California,Capistrano Beach,92624,7465,33.458754,-117.665104
1194-SPVSP,United States,California,Soquel,95073,9823,37.023669,-121.946461
1195-OIYEJ,United States,California,La Puente,91746,30802,34.038983,-117.991372
1196-AMORA,United States,California,Big Creek,93605,273,37.172770,-119.299700
1197-BVMVG,United States,California,Friant,93626,1125,37.027663,-119.690560
1200-TUZHR,United States,California,Posey,93260,266,35.861928,-118.636698
1202-KKGFU,United States,California,Korbel,95550,155,40.766600,-123.804580
1205-WNWPJ,United States,California,Lakehead,96051,1236,40.883853,-122.418258
1206-EHBDD,United States,California,Rodeo,94572,8506,38.027218,-122.234630
1207-BLKSA,United States,California,Redwood City,94061,35737,37.461251,-122.235414
1208-DNHLN,United States,California,Grizzly Flats,95636,659,38.636102,-120.522149
1208-NBVFH,United States,California,Perris,92570,36817,33.787298,-117.320676
1209-VFFOC,United States,California,Brisbane,94005,3635,37.684694,-122.407120
1212-GLHMD,United States,California,San Joaquin,93660,4318,36.600193,-120.153393
1213-NGCUN,United States,California,San Diego,92111,46828,32.805518,-117.169052
1215-EXRMO,United States,California,Junction City,96048,734,40.913192,-123.065970
1215-FIGMP,United States,California,Los Angeles,90077,10470,34.102084,-118.451629
1215-VFYVK,United States,California,Groveland,95321,3680,37.902968,-119.667544
1216-BGTSP,United States,California,Imperial,92251,14546,32.858595,-115.662709
1216-JWVUX,United States,California,San Miguel,93451,2666,35.886767,-120.608661
1217-VASWC,United States,California,Avila Beach,93424,812,35.186644,-120.728305
1218-VKFPE,United States,California,Anaheim,92805,68802,33.830209,-117.906099
1219-NNDDO,United States,California,Los Angeles,90015,15140,34.039224,-118.266293
1221-GHZEP,United States,California,Hemet,92544,39264,33.644585,-116.871544
1222-KJNZD,United States,California,Palos Verdes Peninsula,90274,24979,33.788208,-118.404955
1222-LRYKO,United States,California,Posey,93260,266,35.861928,-118.636698
1223-UNPKS,United States,California,Wendel,96136,162,40.345949,-120.081187
1226-IENZN,United States,California,Los Angeles,90024,44150,34.066303,-118.435479
1226-JZNKR,United States,California,Santa Ynez,93460,5710,34.630356,-120.032564
1226-UDFZR,United States,California,Lafayette,94549,23996,37.907777,-122.127161
1227-UDMZR,United States,California,Fremont,94536,66543,37.572273,-121.964583
1228-FZFRV,United States,California,Los Angeles,90007,45025,34.027337,-118.285150
1228-ZLNBX,United States,California,Farmington,95230,596,37.956963,-120.863055
1229-RCALF,United States,California,San Jose,95117,29914,37.311088,-121.961786
1230-QAJDW,United States,California,Somes Bar,95568,202,41.444606,-123.471895
1231-YNDEK,United States,California,Redding,96002,30338,40.527834,-122.318749
1236-WFCDV,United States,California,Greenbrae,94904,12010,37.946617,-122.563571
1237-WIYYZ,United States,California,Los Angeles,90017,20692,34.052842,-118.264495
1240-HCBOH,United States,California,Windsor,95492,23701,38.527297,-122.810044
1240-KNSEZ,United States,California,San Diego,92127,20046,33.017518,-117.118456
1241-EZFMJ,United States,California,Ontario,91761,56280,34.035602,-117.591528
1241-FPMOF,United States,California,Seal Beach,90740,24180,33.754620,-118.071128
1245-HARPS,United States,California,Janesville,96114,3093,40.294034,-120.512622
1247-QBVSH,United States,California,Santa Margarita,93453,2687,35.303926,-120.256567
1248-DYXUB,United States,California,Lemon Grove,91945,24961,32.733564,-117.033713
1251-KRREG,United States,California,North Hollywood,91601,36625,34.169200,-118.372498
1251-STYSZ,United States,California,Glenhaven,95443,175,39.045246,-122.743181
1254-IZEYF,United States,California,Cutler,93615,5519,36.497895,-119.285484
1257-SXUXQ,United States,California,Jenner,95450,438,38.505995,-123.187019
1258-YMZNM,United States,California,Montara,94037,2346,37.540582,-122.509594
1260-TTRXI,United States,California,Planada,95365,4150,37.329725,-120.306399
1261-FWTTE,United States,California,Los Angeles,90067,2527,34.057496,-118.413959
1262-OPMFY,United States,California,San Diego,92130,28201,32.957195,-117.202542
1264-BYWMS,United States,California,La Grange,95329,1749,37.666587,-120.411517
1264-FUHCX,United States,California,San Diego,92106,18525,32.713460,-117.236378
1265-BCFEO,United States,California,Alamo,94507,15187,37.855717,-121.994813
1265-HVPZB,United States,California,Winnetka,91306,43857,34.209532,-118.577563
1265-XTECC,United States,California,Madera,93638,49247,37.004068,-119.930027
1265-ZFOSD,United States,California,Stonyford,95979,844,39.288127,-122.415841
1266-NZYUI,United States,California,Lee Vining,93541,504,37.890145,-119.184087
1268-ASBGA,United States,California,Huntington Park,90255,78114,33.978030,-118.217141
1269-FOYWN,United States,California,Phillipsville,95559,163,40.184094,-123.745487
1270-XKUCC,United States,California,San Diego,92122,34902,32.857230,-117.209774
1271-SJBGZ,United States,California,Forest Knolls,94933,1025,38.010092,-122.689442
1271-UODNO,United States,California,San Jose,95118,31926,37.255479,-121.889838
1272-ILHFG,United States,California,La Habra,90631,67354,33.940619,-117.951300
1273-MTETI,United States,California,Rancho Cucamonga,91737,23079,34.245289,-117.642503
1282-IHQAC,United States,California,Sheep Ranch,95251,460,38.244806,-120.417301
1285-OKIPP,United States,California,Mission Hills,91345,17112,34.266389,-118.459744
1291-CUOCY,United States,California,Yorkville,95494,335,38.888351,-123.239647
1293-BSEUN,United States,California,Volcano,95689,1273,38.481902,-120.603668
1293-HHSHJ,United States,California,Montrose,91020,7527,34.211200,-118.230625
1297-VQDRP,United States,California,Foothill Ranch,92610,10936,33.698728,-117.677680
1298-PHBTI,United States,California,Los Angeles,90049,33523,34.091829,-118.491244
1299-AURJA,United States,California,Twain Harte,95383,4848,38.107441,-120.230625
1301-LOPVR,United States,California,North Hollywood,91605,57146,34.207295,-118.400022
1302-TPUBN,United States,California,West Sacramento,95691,19050,38.627951,-121.593287
1302-UHBDD,United States,California,Ladera Ranch,92694,350,33.569186,-117.640055
1303-SRDOK,United States,California,Rio Dell,95562,3284,40.485849,-124.163234
1304-BCCFO,United States,California,Redlands,92374,36675,34.064073,-117.166158
1304-NECVQ,United States,California,Somis,93066,2966,34.297628,-119.014627
1304-SEGFY,United States,California,National City,91950,62355,32.671020,-117.095235
1306-RPWXZ,United States,California,Mc Farland,93250,10781,35.666886,-119.186717
1307-ATKGB,United States,California,Santa Clara,95054,13031,37.393554,-121.965114
1307-TVUFB,United States,California,Santa Ynez,93460,5710,34.630356,-120.032564
1309-BXVOQ,United States,California,Old Station,96071,182,40.656287,-121.428965
1309-XGFSN,United States,California,Pinon Hills,92372,4280,34.459322,-117.629729
1310-QRITU,United States,California,Hinkley,92347,1933,34.983808,-117.239306
1319-YLZJG,United States,California,Dutch Flat,95714,350,39.197215,-120.836790
1320-GVNHT,United States,California,Glendale,91207,9864,34.182378,-118.262922
1320-HTRDR,United States,California,Fellows,93224,626,35.215731,-119.570130
1320-REHCS,United States,California,Inglewood,90301,37527,33.956445,-118.358634
1322-AGOQM,United States,California,Mather,95655,929,38.549822,-121.266725
1323-OOEPC,United States,California,Prather,93651,1314,37.007238,-119.505661
1324-NLTJE,United States,California,Emeryville,94608,24589,37.837260,-122.287648
1325-USMEC,United States,California,Pearblossom,93553,1613,34.445239,-117.894868
1328-EUZHC,United States,California,Carson,90746,25566,33.859171,-118.252272
1329-VHWNP,United States,California,Grover Beach,93433,13106,35.120833,-120.618430
1333-PBMXB,United States,California,Santa Ana,92703,70011,33.748635,-117.906125
1334-FJSVR,United States,California,Sequoia National Park,93262,56,36.527243,-118.594938
1334-PDUKM,United States,California,Palomar Mountain,92060,234,33.309852,-116.823091
1335-HQMKX,United States,California,Los Angeles,90044,87383,33.952714,-118.292061
1335-MXCSE,United States,California,Shoshone,92384,87,35.924252,-116.188668
1335-NTIUC,United States,California,Pacoima,91331,97318,34.255442,-118.421314
1336-EZFZY,United States,California,Kings Beach,96143,4806,39.246654,-120.029273
1337-BOZWO,United States,California,Canby,96015,417,41.486953,-120.913975
1338-CECEE,United States,California,Mount Hermon,95041,77,37.051166,-122.056194
1342-JPNKI,United States,California,Lake Forest,92630,59176,33.644849,-117.684254
1343-EHPYB,United States,California,San Diego,92122,34902,32.857230,-117.209774
1345-GKDZZ,United States,California,Riverside,92507,48649,33.976328,-117.319786
1345-ZUKID,United States,California,Magalia,95954,11168,39.933852,-121.584371
1346-PJWTK,United States,California,Corona,92880,16998,33.918043,-117.617809
1346-UFHAX,United States,California,Woodbridge,95258,4176,38.169605,-121.310964
1347-KTTTA,United States,California,Canyon Country,91351,59259,34.422519,-118.420717
1349-WXNGG,United States,California,Glendale,91207,9864,34.182378,-118.262922
1352-HNSAW,United States,California,Aliso Viejo,92656,41237,33.571259,-117.731917
1352-VHKAJ,United States,California,Berkeley,94709,10147,37.878554,-122.266090
1353-GHZOS,United States,California,San Diego,92115,56887,32.762506,-117.072450
1353-LJWEM,United States,California,Cottonwood,96022,12348,40.336392,-122.448533
1354-YZFNB,United States,California,Mad River,95552,265,40.390301,-123.412327
1355-KUSBG,United States,California,Fall River Mills,96028,1902,41.017282,-121.468945
1356-MKYSK,United States,California,Castro Valley,94546,41698,37.708327,-122.083473
1357-BIJKI,United States,California,Mission Viejo,92691,46371,33.611945,-117.665867
1357-MVDOZ,United States,California,Firebaugh,93622,9491,36.785618,-120.625382
1360-JYXKQ,United States,California,South Gate,90280,96267,33.944624,-118.192615
1360-RCYRT,United States,California,Forest Knolls,94933,1025,38.010092,-122.689442
1360-XFJMR,United States,California,Washington,95986,145,39.341280,-120.786867
1363-TXLSL,United States,California,San Lucas,93954,521,36.125529,-120.864443
1370-GGAWX,United States,California,Beverly Hills,90211,8321,34.063947,-118.383001
1371-DWPAZ,United States,California,Redcrest,95569,400,40.363446,-123.835041
1371-OJCEK,United States,California,Standish,96128,408,40.346634,-120.386422
1371-WEPDS,United States,California,Chowchilla,93610,19391,37.100948,-120.270136
1373-ORVIZ,United States,California,Modesto,95351,47536,37.621458,-121.012295
1374-DMZUI,United States,California,San Ramon,94583,44078,37.766556,-121.976784
1376-HHBDV,United States,California,Santa Monica,90401,5221,34.015481,-118.493231
1379-FRVEB,United States,California,San Bernardino,92401,1779,34.105935,-117.291400
1383-EZRWL,United States,California,Long Beach,90810,35656,33.819814,-118.222416
1384-RCUXW,United States,California,French Gulch,96033,373,40.740138,-122.587476
1385-TQOZW,United States,California,Branscomb,95417,176,39.710591,-123.682799
1386-ZIKUV,United States,California,Glenhaven,95443,175,39.045246,-122.743181
1389-CXMLU,United States,California,Downey,90242,42459,33.921793,-118.140588
1389-WNUIB,United States,California,San Diego,92154,68776,32.578103,-117.012975
1391-UBDAR,United States,California,Riverside,92504,46550,33.910800,-117.398153
1393-IMKZG,United States,California,Fullerton,92831,34592,33.879983,-117.895482
1394-SUIUH,United States,California,Mount Shasta,96067,7309,41.338320,-122.290756
1395-OFUWC,United States,California,Los Angeles,90067,2527,34.057496,-118.413959
1395-WSWXR,United States,California,Weldon,93283,1935,35.556470,-118.244914
1396-QWFBJ,United States,California,Rancho Santa Margarita,92688,42193,33.624654,-117.611733
1397-XKKWR,United States,California,San Jose,95112,52334,37.343827,-121.883119
1399-OUPJN,United States,California,Bellflower,90706,72893,33.887676,-118.127289
1399-UBQIU,United States,California,Orange,92867,40915,33.818590,-117.821288
1400-MMYXY,United States,California,Alhambra,91801,54382,34.090925,-118.128164
1400-WIVLL,United States,California,Oakdale,95361,25384,37.785033,-120.776141
1401-FTHFQ,United States,California,Culver City,90232,15195,34.019323,-118.391902
1402-PTHGN,United States,California,Elk Grove,95624,38534,38.434138,-121.305870
1403-GYAFU,United States,California,Irvine,92604,27369,33.688546,-117.788091
1403-LKLIK,United States,California,Olympic Valley,96146,942,39.191797,-120.212401
1406-PUQVY,United States,California,Madison,95653,844,38.674276,-121.961866
1407-DIGZV,United States,California,Redding,96003,41476,40.677649,-122.294670
1409-PHXTF,United States,California,Lemon Grove,91945,24961,32.733564,-117.033713
1410-RSCMR,United States,California,Edwards,93523,7685,34.966777,-117.961179
1414-YADCW,United States,California,Deer Park,94576,223,38.554383,-122.474773
1415-YFWLT,United States,California,Shaver Lake,93664,642,37.223000,-119.001021
1421-HCERK,United States,California,Lakeshore,93634,52,37.290606,-119.216328
1422-DGUBX,United States,California,Sacramento,95832,9063,38.445939,-121.496855
1423-BMPBQ,United States,California,Anaheim,92808,19629,33.850452,-117.726668
1427-VERSM,United States,California,Shasta,96087,528,40.617614,-122.512861
1428-GTBJJ,United States,California,Jenner,95450,438,38.505995,-123.187019
1428-IEDPR,United States,California,Sacramento,95816,16164,38.574856,-121.465040
1429-UYJSV,United States,California,San Jose,95119,10155,37.233226,-121.788090
1430-SFQSA,United States,California,Stockton,95212,6951,38.049457,-121.216530
1431-AIDJQ,United States,California,Walnut Creek,94598,26022,37.916648,-122.008483
1431-CYWMH,United States,California,Fish Camp,93623,77,37.483535,-119.679414
1432-FPAXX,United States,California,Beale Afb,95903,5654,39.125311,-121.392283
1436-ZMJAN,United States,California,Gerber,96035,3357,40.031940,-122.176023
1439-LCGVL,United States,California,Los Angeles,90035,27799,34.051809,-118.383843
1442-BQPVU,United States,California,Culver City,90230,31963,33.993991,-118.397040
1442-OKRJE,United States,California,Los Angeles,90021,3012,34.029043,-118.239504
1444-VVSGW,United States,California,Los Molinos,96055,3756,40.059385,-122.091481
1447-GIQMR,United States,California,Los Angeles,90062,29299,34.003553,-118.308933
1447-PJGGA,United States,California,San Diego,92117,51213,32.825086,-117.199424
1448-CYWKC,United States,California,Coronado,92118,24093,32.686740,-117.186612
1448-PWKYE,United States,California,Shafter,93263,15177,35.490705,-119.286833
1449-XQEMT,United States,California,Susanville,96130,19440,40.559177,-120.612113
1450-GALXR,United States,California,Friant,93626,1125,37.027663,-119.690560
1450-SKCVI,United States,California,Del Mar,92014,13945,32.948262,-117.256086
1452-KIOVK,United States,California,Los Angeles,90007,45025,34.027337,-118.285150
1452-UZOSF,United States,California,Guerneville,95446,4913,38.525760,-123.013347
1452-VOQCH,United States,California,Hinkley,92347,1933,34.983808,-117.239306
1452-XRSJV,United States,California,Oakland,94612,11702,37.809014,-122.269739
1453-RZFON,United States,California,Cantua Creek,93608,1766,36.488056,-120.407691
1455-ESIQH,United States,California,Oakland,94619,24518,37.787186,-122.146330
1455-HFBXA,United States,California,Bethel Island,94511,2379,38.050558,-121.646924
1455-UGQVH,United States,California,Acampo,95220,6317,38.200231,-121.235034
1456-TWCGB,United States,California,Bakersfield,93309,58632,35.342891,-119.064803
1459-QNFQT,United States,California,San Jose,95122,59841,37.328860,-121.834567
1460-UZPRJ,United States,California,Heber,92249,3535,32.730583,-115.501083
1465-LNTLJ,United States,California,Santa Barbara,93109,10986,34.406256,-119.726936
1465-VINDH,United States,California,Los Angeles,90028,30568,34.099869,-118.326843
1465-WCZVT,United States,California,Badger,93603,273,36.645450,-118.924982
1468-DEFNC,United States,California,San Jose,95130,13481,37.277592,-121.986477
1469-LBJQJ,United States,California,Victorville,92392,63235,34.486835,-117.362274
1470-PSXNM,United States,California,San Diego,92110,24169,32.765010,-117.199380
1471-GIQKQ,United States,California,Niland,92257,2753,33.345825,-115.596574
1472-TNCWL,United States,California,El Sobrante,94803,25399,37.963995,-122.288296
1474-JUWSM,United States,California,Lynwood,90262,69850,33.923573,-118.200669
1475-VWVDO,United States,California,Dos Palos,93620,9388,37.045728,-120.630682
1478-VPOAD,United States,California,Calpine,96124,322,39.672813,-120.456699
1480-BKXGA,United States,California,Mentone,92359,7324,34.103578,-117.040540
1480-IVEVR,United States,California,Montara,94037,2346,37.540582,-122.509594
1481-ZUWZA,United States,California,Klamath,95548,1215,41.572813,-124.035011
1482-OXZSY,United States,California,Freedom,95019,4753,36.936228,-121.785559
1485-YDHMM,United States,California,San Ardo,93450,670,35.996008,-120.853050
1488-PBLJN,United States,California,San Diego,92124,30206,32.827238,-117.089287
1488-SYSFC,United States,California,Arcadia,91007,30933,34.128284,-118.047732
1492-KGETH,United States,California,Ojai,93023,21633,34.581308,-118.931948
1492-QGCLU,United States,California,San Diego,92109,46086,32.787836,-117.232376
1493-AMTIE,United States,California,Ivanhoe,93235,4517,36.385818,-119.224243
1494-EJZDW,United States,California,Nice,95464,2223,39.123340,-122.838198
1496-GGSUK,United States,California,Fulton,95439,476,38.493888,-122.777141
1498-DQNRX,United States,California,Westwood,96137,4158,40.271535,-121.018087
1498-NHTLT,United States,California,Citrus Heights,95621,41636,38.695490,-121.307864
1501-SGHBW,United States,California,Guatay,91931,796,32.857946,-116.561917
1502-XFCVR,United States,California,Los Angeles,90038,32562,34.088017,-118.327168
1506-YJTYT,United States,California,Oakley,94561,27607,37.999406,-121.686241
1508-DFXCU,United States,California,Riverside,92501,18999,33.994676,-117.372498
1513-XNPPH,United States,California,Los Angeles,90037,56709,34.002642,-118.287596
1518-OMDIK,United States,California,Rohnert Park,94928,42544,38.347190,-122.697822
1518-VOWAV,United States,California,Fallbrook,92028,42239,33.362575,-117.299644
1522-VVDMG,United States,California,Oakland,94611,36517,37.828416,-122.216005
1525-LNLOJ,United States,California,Bakersfield,93305,35643,35.391733,-118.984109
1527-SXDPN,United States,California,San Diego,92109,46086,32.787836,-117.232376
1530-ZTDOZ,United States,California,Studio City,91604,26157,34.139082,-118.392750
1534-OULXE,United States,California,Atherton,94027,6876,37.454924,-122.203168
1535-VTJOQ,United States,California,Thornton,95686,1472,38.157794,-121.520223
1536-HBSWP,United States,California,Terra Bella,93270,5868,35.939068,-119.043666
1536-YHDOE,United States,California,Round Mountain,96084,459,40.923558,-122.059933
1539-LNKHM,United States,California,Orange Cove,93646,8449,36.633498,-119.298895
1541-ETJZO,United States,California,Wheatland,95692,3600,39.043387,-121.409837
1543-LLLFT,United States,California,Waterford,95386,8308,37.669516,-120.626964
1544-JJMYL,United States,California,San Jose,95119,10155,37.233226,-121.788090
1545-ACTAS,United States,California,West Covina,91791,30458,34.061634,-117.893169
1545-JFUML,United States,California,San Diego,92111,46828,32.805518,-117.169052
1548-ARAGG,United States,California,Cedar Glen,92321,455,34.255203,-117.175654
1548-FEHVL,United States,California,Weed,96094,5896,41.465121,-122.380947
1550-EENBN,United States,California,Concord,94519,18650,37.990118,-122.012188
1550-LOAHA,United States,California,Orangevale,95662,32040,38.689174,-121.218435
1552-AAGRX,United States,California,Visalia,93277,44741,36.303793,-119.375646
1552-CZCLL,United States,California,Descanso,91916,1587,32.912664,-116.635387
1552-TKMXS,United States,California,Fresno,93705,35451,36.787240,-119.827813
1555-DJEQW,United States,California,Cupertino,95014,54431,37.306612,-122.080621
1555-HAPSU,United States,California,Fresno,93727,54701,36.751489,-119.680720
1557-EMYVT,United States,California,Tecate,91980,91,32.587557,-116.636816
1559-DTODC,United States,California,Santa Barbara,93111,16477,34.460197,-119.802602
1561-BWHIN,United States,California,Maywood,90270,28094,33.988572,-118.186565
1563-IWQEX,United States,California,Chula Vista,91913,12884,32.641640,-116.985026
1564-HJUVY,United States,California,Modesto,95354,27135,37.639029,-120.964772
1564-NTYXF,United States,California,San Marcos,92078,6760,33.119028,-117.166036
1565-RHDJD,United States,California,Palo Cedro,96073,4931,40.582399,-122.195512
1567-DSCIC,United States,California,San Mateo,94401,32488,37.590421,-122.306467
1568-BEKZM,United States,California,Baldwin Park,91706,76890,34.098275,-117.967399
1568-LJSZU,United States,California,Harbor City,90710,24660,33.798266,-118.300237
1569-TTNYJ,United States,California,Richmond,94805,13984,37.941456,-122.320968
1571-SAVHK,United States,California,Meadow Vista,95722,3747,39.003358,-121.022539
1573-LGXBA,United States,California,Soledad,93960,13003,36.414216,-121.360597
1574-DYCWE,United States,California,Escondido,92027,48690,33.141265,-116.967221
1575-KRZZE,United States,California,Murphys,95247,4353,38.147852,-120.440124
1576-PFZIW,United States,California,Bakersfield,93301,12963,35.383937,-119.020428
1577-HKTFG,United States,California,Elk Grove,95624,38534,38.434138,-121.305870
1579-KLYDT,United States,California,Hickman,95323,1055,37.605926,-120.699550
1580-BMCMR,United States,California,Tehachapi,93561,25805,35.073777,-118.652112
1582-RAFML,United States,California,Sacramento,95821,35426,38.625096,-121.383658
1583-IHQZE,United States,California,Camarillo,93010,42853,34.227846,-119.079903
1585-MQSSU,United States,California,Santa Rosa,95404,35057,38.526941,-122.709096
1587-FKLZB,United States,California,Santa Barbara,93101,31727,34.419203,-119.710008
1589-AGTLK,United States,California,San Diego,92129,47224,32.961064,-117.134917
1591-MQJTP,United States,California,Long Beach,90804,43467,33.783047,-118.148600
1591-NFNLQ,United States,California,Fallbrook,92028,42239,33.362575,-117.299644
1591-XWLGB,United States,California,El Cajon,92021,61872,32.832706,-116.873258
1596-BBVTG,United States,California,San Dimas,91773,33878,34.102119,-117.815532
1596-OQSPS,United States,California,Pasadena,91104,38460,34.165383,-118.123752
1597-FZREH,United States,California,Shoshone,92384,87,35.924252,-116.188668
1597-LHYNC,United States,California,Auburn,95602,18197,38.990030,-121.114408
1599-EAHXY,United States,California,Gold Run,95717,407,39.170376,-120.838404
1599-MMYRQ,United States,California,Forestville,95436,6216,38.499302,-122.924440
1600-DILPE,United States,California,Richvale,95974,74,39.495768,-121.747472
1602-IJQQE,United States,California,Whittier,90602,26265,33.972119,-118.020188
1608-GMEWB,United States,California,Stockton,95215,23789,37.946282,-121.139499
1612-EOHDH,United States,California,Pacoima,91331,97318,34.255442,-118.421314
1614-JBEBI,United States,California,Georgetown,95634,2723,38.938600,-120.785514
1618-CFHME,United States,California,Riverbank,95367,16525,37.734971,-120.954271
1619-YWUBB,United States,California,Avery,95224,115,38.208336,-120.339938
1621-YNCJH,United States,California,Sacramento,95823,72199,38.475465,-121.443625
1622-HSHSF,United States,California,Biggs,95917,3169,39.457388,-121.818201
1623-NLDOT,United States,California,Lancaster,93534,35109,34.727529,-118.153098
1624-NALOJ,United States,California,North Hollywood,91605,57146,34.207295,-118.400022
1624-WOIWJ,United States,California,Nicasio,94946,607,38.065359,-122.665566
1625-JAIIY,United States,California,Torrance,90505,34873,33.807882,-118.347957
1626-ERCMM,United States,California,Camp Nelson,93208,191,36.057458,-118.591951
1627-AFWVJ,United States,California,Tahoe Vista,96148,678,39.241240,-120.054765
1628-BIZYP,United States,California,Brentwood,94513,26577,37.908242,-121.682472
1629-DQQVB,United States,California,Keeler,93530,71,36.560498,-117.962461
1635-FJFCC,United States,California,Acton,93510,7831,34.501452,-118.207862
1635-HDGFT,United States,California,Manton,96059,598,40.426679,-121.850421
1635-NZATJ,United States,California,Alameda,94501,58555,37.774633,-122.274434
1636-NTNCO,United States,California,Valley Village,91607,27453,34.165783,-118.399795
1640-PLFMP,United States,California,Los Angeles,90026,73686,34.078991,-118.263804
1641-BYBTK,United States,California,Stockton,95205,34138,37.965695,-121.260051
1641-RQDAY,United States,California,Wallace,95254,304,38.192608,-120.957842
1642-HMARX,United States,California,Topanga,90290,5451,34.115192,-118.610170
1644-IRKSF,United States,California,La Palma,90623,15505,33.850504,-118.039892
1656-DRSMG,United States,California,Chico,95973,26971,39.903272,-121.843567
1657-DYMBM,United States,California,Temecula,92591,25655,33.540604,-117.109090
1658-BYGOY,United States,California,Los Angeles,90065,47534,34.108833,-118.229715
1658-TJVOA,United States,California,Cazadero,95421,1575,38.578807,-123.193380
1658-XUHBX,United States,California,Modesto,95357,13343,37.670526,-120.877572
1660-HSOOQ,United States,California,Santa Barbara,93105,25771,34.037342,-119.800790
1661-CZBAU,United States,California,Carlotta,95528,1072,40.497283,-123.930370
1663-MHLHE,United States,California,Duarte,91010,27414,34.145695,-117.959820
1666-JXLKU,United States,California,Shingle Springs,95682,24738,38.598936,-120.963092
1666-JZPZT,United States,California,Twin Bridges,95735,25,38.805481,-120.132870
1670-SVOWZ,United States,California,Mira Loma,91752,18980,33.999992,-117.535395
1676-MQAOA,United States,California,North Hollywood,91606,45358,34.187599,-118.387125
1678-FYZOW,United States,California,Sacramento,95835,854,38.685069,-121.543709
1679-JRFBR,United States,California,Long Beach,90805,91664,33.864622,-118.179626
1680-VDCWW,United States,California,Los Angeles,90023,47487,34.017697,-118.200577
1682-VCOIO,United States,California,Sacramento,95816,16164,38.574856,-121.465040
