customer_id,satisfaction_score,cltv,customer_status,churn_score,churn_label,churn_value,churn_category,churn_reason
1930-QPBVZ,3,5748,Stayed,38,No,0,Not Applicable,N/A
1930-WNXSB,5,4879,Stayed,36,No,0,Not Applicable,N/A
1932-UEDCX,4,3669,Stayed,55,No,0,Not Applicable,N/A
1934-MKPXS,5,3636,Stayed,59,No,0,Not Applicable,N/A
1934-SJVJK,2,4103,Churned,70,Yes,1,Price,Long distance charges
1935-IMVBB,4,5955,Stayed,49,No,0,Not Applicable,N/A
1936-CZAKF,4,4283,Stayed,29,No,0,Not Applicable,N/A
1936-UAFEH,4,5502,Stayed,36,No,0,Not Applicable,N/A
1937-OTUKY,3,4332,Stayed,75,No,0,Not Applicable,N/A
1941-HOSAM,3,4142,Joined,47,No,0,Not Applicable,N/A
1942-OQFRW,5,2785,Joined,61,No,0,Not Applicable,N/A
1945-XISKS,4,4994,Stayed,26,No,0,Not Applicable,N/A
1950-KSVVJ,3,4885,Stayed,61,No,0,Not Applicable,N/A
1951-IEYXM,3,4528,Stayed,73,No,0,Not Applicable,N/A
1952-DVVSW,5,3509,Stayed,77,No,0,Not Applicable,N/A
1955-IBMMB,4,5216,Stayed,65,No,0,Not Applicable,N/A
1956-YIFGE,4,3274,Stayed,64,No,0,Not Applicable,N/A
1958-RNRKS,4,3712,Stayed,45,No,0,Not Applicable,N/A
1960-UOTYM,4,4509,Stayed,22,No,0,Not Applicable,N/A
1960-UYCNN,3,4810,Stayed,23,No,0,Not Applicable,N/A
1963-SVUCV,2,5774,Churned,78,Yes,1,Competitor,Competitor offered higher download speeds
1963-VAUKV,3,3663,Churned,92,Yes,1,Price,Long distance charges
1964-SVLEA,4,2860,Stayed,80,No,0,Not Applicable,N/A
1965-AKTSX,1,5203,Churned,88,Yes,1,Competitor,Competitor made better offer
1965-DDBWU,3,5953,Churned,87,Yes,1,Competitor,Competitor made better offer
1970-KKFWL,3,2416,Stayed,78,No,0,Not Applicable,N/A
1971-DTCZB,3,6091,Stayed,54,No,0,Not Applicable,N/A
1972-XMUWV,5,6034,Stayed,37,No,0,Not Applicable,N/A
1976-AZZPJ,4,5100,Stayed,32,No,0,Not Applicable,N/A
1976-CFOCS,1,4531,Churned,67,Yes,1,Competitor,Competitor had better devices
1977-STDKI,1,4116,Churned,76,Yes,1,Competitor,Competitor offered more data
1980-KXVPM,1,3553,Churned,83,Yes,1,Competitor,Competitor had better devices
1981-INRFU,3,5172,Churned,91,Yes,1,Competitor,Competitor made better offer
1982-FEBTD,5,5939,Stayed,78,No,0,Not Applicable,N/A
1984-FCOWB,2,4191,Churned,91,Yes,1,Attitude,Attitude of service provider
1984-GPTEH,4,5491,Stayed,46,No,0,Not Applicable,N/A
1985-MBRYP,3,3678,Stayed,41,No,0,Not Applicable,N/A
1986-PHGZF,4,2812,Stayed,54,No,0,Not Applicable,N/A
1987-AUELQ,5,6334,Stayed,52,No,0,Not Applicable,N/A
1989-PRJHP,1,2377,Churned,65,Yes,1,Competitor,Competitor had better devices
1991-VOPLL,4,3248,Stayed,61,No,0,Not Applicable,N/A
1996-DBMUS,3,5523,Stayed,71,No,0,Not Applicable,N/A
1998-VHJHK,5,5606,Stayed,38,No,0,Not Applicable,N/A
2000-DHJUY,4,5264,Stayed,44,No,0,Not Applicable,N/A
2000-MPKCA,3,5121,Stayed,57,No,0,Not Applicable,N/A
2001-EWBQU,5,6186,Stayed,75,No,0,Not Applicable,N/A
2001-MCUUW,4,4210,Stayed,25,No,0,Not Applicable,N/A
2002-MZHWP,2,3820,Churned,76,Yes,1,Price,Long distance charges
2003-CKLOR,2,4001,Churned,73,Yes,1,Other,Moved
2004-OCQXK,1,5622,Churned,85,Yes,1,Competitor,Competitor had better devices
2005-DWQZJ,3,3153,Stayed,47,No,0,Not Applicable,N/A
2007-QVGAW,4,6303,Stayed,27,No,0,Not Applicable,N/A
2011-TRQYE,2,5474,Churned,82,Yes,1,Dissatisfaction,Product dissatisfaction
2012-NWRPA,3,3172,Churned,71,Yes,1,Competitor,Competitor made better offer
2013-SGDXK,1,2172,Churned,78,Yes,1,Competitor,Competitor offered more data
2014-MKGMH,4,4883,Stayed,54,No,0,Not Applicable,N/A
2017-CCBLH,3,3087,Stayed,71,No,0,Not Applicable,N/A
2018-PZKMU,4,4171,Stayed,61,No,0,Not Applicable,N/A
2018-QKYGT,5,4396,Joined,27,No,0,Not Applicable,N/A
2019-HDCZY,5,4004,Stayed,29,No,0,Not Applicable,N/A
2023-VQFDL,5,5379,Stayed,39,No,0,Not Applicable,N/A
2024-BASKD,3,3860,Churned,94,Yes,1,Competitor,Competitor offered more data
2025-JKFWI,1,3493,Churned,81,Yes,1,Price,Lack of affordable download/upload speed
2026-TGDHM,1,3830,Churned,69,Yes,1,Competitor,Competitor had better devices
2027-CWDNU,4,5968,Stayed,63,No,0,Not Applicable,N/A
2027-DNKIV,4,3483,Stayed,31,No,0,Not Applicable,N/A
2027-FECZV,2,2406,Churned,92,Yes,1,Attitude,Attitude of support person
2027-OAQQC,1,4044,Churned,92,Yes,1,Competitor,Competitor offered more data
2027-WKXMW,5,4582,Stayed,20,No,0,Not Applicable,N/A
2030-BTZRO,5,4628,Stayed,57,No,0,Not Applicable,N/A
2034-CGRHZ,3,5245,Churned,66,Yes,1,Attitude,Attitude of support person
2034-GDRCN,3,4157,Churned,76,Yes,1,Other,Don't know
2037-SGXHH,2,3498,Churned,71,Yes,1,Other,Don't know
2037-XJFUP,2,4161,Churned,76,Yes,1,Competitor,Competitor made better offer
2038-LLMLM,5,4304,Stayed,78,No,0,Not Applicable,N/A
2038-OEQZH,5,3653,Stayed,55,No,0,Not Applicable,N/A
2038-YSEZE,3,3152,Stayed,65,No,0,Not Applicable,N/A
2039-JONDJ,3,3616,Stayed,80,No,0,Not Applicable,N/A
2040-LDIWQ,5,5256,Stayed,33,No,0,Not Applicable,N/A
2040-OBMLJ,5,4850,Stayed,68,No,0,Not Applicable,N/A
2040-VZIKE,3,5417,Stayed,53,No,0,Not Applicable,N/A
2040-XBAVJ,3,4700,Stayed,32,No,0,Not Applicable,N/A
2041-JIJCI,5,4421,Stayed,75,No,0,Not Applicable,N/A
2043-WVTQJ,4,5664,Joined,36,No,0,Not Applicable,N/A
2045-BMBTJ,4,3116,Stayed,30,No,0,Not Applicable,N/A
2049-BAFNW,5,3929,Joined,55,No,0,Not Applicable,N/A
2050-ONYDQ,3,5352,Stayed,72,No,0,Not Applicable,N/A
2054-PJOCK,5,4159,Stayed,52,No,0,Not Applicable,N/A
2055-BFOCC,3,5688,Stayed,42,No,0,Not Applicable,N/A
2055-PDADH,3,2491,Churned,67,Yes,1,Other,Don't know
2055-SIFSS,3,4763,Stayed,24,No,0,Not Applicable,N/A
2056-EVGZL,3,4437,Stayed,39,No,0,Not Applicable,N/A
2057-BOYKM,4,5153,Stayed,78,No,0,Not Applicable,N/A
2057-ZBLPD,3,2036,Churned,72,Yes,1,Competitor,Competitor offered more data
2058-DCJBE,1,3965,Churned,91,Yes,1,Competitor,Competitor had better devices
2061-VVFST,4,3924,Stayed,72,No,0,Not Applicable,N/A
2065-MMKGR,5,4226,Stayed,32,No,0,Not Applicable,N/A
2067-QYTCF,4,5455,Stayed,55,No,0,Not Applicable,N/A
2068-WWXQZ,5,2942,Stayed,38,No,0,Not Applicable,N/A
2070-FNEXE,2,4419,Churned,81,Yes,1,Price,Lack of affordable download/upload speed
2070-XYMFH,5,3558,Stayed,50,No,0,Not Applicable,N/A
2072-ZVJJX,3,4571,Stayed,70,No,0,Not Applicable,N/A
2073-QBVBI,4,2954,Stayed,80,No,0,Not Applicable,N/A
2074-GKOWZ,1,3851,Churned,73,Yes,1,Competitor,Competitor had better devices
2074-GUHPQ,4,2347,Stayed,41,No,0,Not Applicable,N/A
2075-PUEPR,3,5248,Stayed,49,No,0,Not Applicable,N/A
2075-RMJIK,4,5756,Stayed,44,No,0,Not Applicable,N/A
2077-DDHJK,4,4114,Stayed,50,No,0,Not Applicable,N/A
2077-MPJQO,4,3533,Stayed,41,No,0,Not Applicable,N/A
2079-FBMZK,1,5816,Churned,77,Yes,1,Competitor,Competitor made better offer
2080-CAZNM,5,4477,Stayed,61,No,0,Not Applicable,N/A
2080-GKCWQ,4,3969,Joined,76,No,0,Not Applicable,N/A
2080-SRCDE,3,4556,Joined,38,No,0,Not Applicable,N/A
2081-KJSQF,5,4769,Joined,21,No,0,Not Applicable,N/A
2081-VEYEH,3,5653,Joined,70,No,0,Not Applicable,N/A
2082-CEFLT,1,3037,Churned,88,Yes,1,Competitor,Competitor made better offer
2082-OJVTK,1,5292,Churned,91,Yes,1,Competitor,Competitor made better offer
2085-BOJKI,5,5228,Stayed,37,No,0,Not Applicable,N/A
2085-JVGAD,4,3078,Stayed,24,No,0,Not Applicable,N/A
2087-QAREY,3,5722,Stayed,53,No,0,Not Applicable,N/A
2088-IEBAU,3,5531,Stayed,46,No,0,Not Applicable,N/A
2091-GPPIQ,5,5050,Stayed,76,No,0,Not Applicable,N/A
2091-MJTFX,3,4568,Churned,79,Yes,1,Dissatisfaction,Network reliability
2091-RFFBA,1,2560,Churned,75,Yes,1,Attitude,Attitude of support person
2096-XOTMO,5,4146,Stayed,31,No,0,Not Applicable,N/A
2097-YVPKN,5,5707,Stayed,73,No,0,Not Applicable,N/A
2100-BDNSN,3,3889,Churned,69,Yes,1,Price,Price too high
2101-RANCD,4,5832,Stayed,46,No,0,Not Applicable,N/A
2103-ZRXFN,4,3631,Joined,69,No,0,Not Applicable,N/A
2105-PHWON,3,4639,Stayed,76,No,0,Not Applicable,N/A
2107-FBPTK,4,5655,Stayed,59,No,0,Not Applicable,N/A
2108-GLPQB,5,2950,Stayed,49,No,0,Not Applicable,N/A
2108-XWMPY,1,2095,Churned,70,Yes,1,Other,Moved
2108-YKQTY,3,4930,Churned,90,Yes,1,Other,Don't know
2111-DWYHN,5,2810,Joined,52,No,0,Not Applicable,N/A
2114-MGINA,1,4107,Churned,81,Yes,1,Attitude,Attitude of support person
2115-BFTIW,1,4881,Churned,75,Yes,1,Dissatisfaction,Product dissatisfaction
2120-SMPEX,5,3848,Stayed,58,No,0,Not Applicable,N/A
2121-JAFOM,3,5076,Stayed,38,No,0,Not Applicable,N/A
2122-SZZZD,4,4220,Stayed,35,No,0,Not Applicable,N/A
2122-YWVYA,4,4792,Stayed,53,No,0,Not Applicable,N/A
2123-AGEEN,3,2107,Stayed,38,No,0,Not Applicable,N/A
2123-VSCOT,5,6225,Stayed,52,No,0,Not Applicable,N/A
2126-GSEGL,4,4032,Stayed,32,No,0,Not Applicable,N/A
2129-ALKBS,3,2211,Stayed,37,No,0,Not Applicable,N/A
2133-TSRRM,4,5432,Stayed,39,No,0,Not Applicable,N/A
2135-DQWAQ,4,2689,Stayed,67,No,0,Not Applicable,N/A
2135-RXIHG,1,2600,Churned,73,Yes,1,Competitor,Competitor had better devices
2137-DQMEV,3,4112,Stayed,68,No,0,Not Applicable,N/A
2138-VFAPZ,4,2966,Stayed,68,No,0,Not Applicable,N/A
2139-FQHLM,5,3402,Stayed,35,No,0,Not Applicable,N/A
2141-RRYGO,3,5274,Churned,76,Yes,1,Other,Poor expertise of online support
2143-LJULT,5,5887,Stayed,32,No,0,Not Applicable,N/A
2144-BFDSO,3,5211,Stayed,54,No,0,Not Applicable,N/A
2144-ESWKO,3,5268,Stayed,70,No,0,Not Applicable,N/A
2146-EGVDT,3,4149,Stayed,28,No,0,Not Applicable,N/A
2150-OEGBV,5,3428,Stayed,28,No,0,Not Applicable,N/A
2150-UWTFY,1,4626,Churned,87,Yes,1,Dissatisfaction,Service dissatisfaction
2150-WLKUW,3,2654,Stayed,41,No,0,Not Applicable,N/A
2153-MREFK,1,3599,Churned,79,Yes,1,Attitude,Attitude of support person
2154-KVJFF,3,2813,Churned,65,Yes,1,Dissatisfaction,Limited range of services
2155-AMQRX,3,2885,Stayed,26,No,0,Not Applicable,N/A
2157-MXBJS,3,4800,Churned,89,Yes,1,Dissatisfaction,Network reliability
2159-TURXX,4,2483,Stayed,51,No,0,Not Applicable,N/A
2160-GPFXD,3,5725,Stayed,49,No,0,Not Applicable,N/A
2162-FRZAA,5,5374,Stayed,24,No,0,Not Applicable,N/A
2164-SOQXL,3,2698,Stayed,43,No,0,Not Applicable,N/A
2165-VOEGB,2,3322,Churned,91,Yes,1,Other,Don't know
2167-FQSTQ,3,5527,Stayed,59,No,0,Not Applicable,N/A
2169-RRLFW,5,5063,Stayed,68,No,0,Not Applicable,N/A
2171-UDMFD,4,4363,Stayed,42,No,0,Not Applicable,N/A
2172-EJXVF,3,5479,Stayed,60,No,0,Not Applicable,N/A
2176-LVPNX,3,4994,Stayed,33,No,0,Not Applicable,N/A
2176-OSJUV,3,4384,Stayed,69,No,0,Not Applicable,N/A
2178-PMGCJ,3,4838,Stayed,32,No,0,Not Applicable,N/A
2180-DXNEG,1,5239,Churned,89,Yes,1,Dissatisfaction,Product dissatisfaction
2181-TIDSV,3,6492,Stayed,70,No,0,Not Applicable,N/A
2181-UAESM,4,3477,Joined,25,No,0,Not Applicable,N/A
2186-QZEYA,3,2044,Stayed,30,No,0,Not Applicable,N/A
2187-LZGPL,2,4414,Churned,68,Yes,1,Attitude,Attitude of service provider
2187-PKZAY,5,2968,Stayed,71,No,0,Not Applicable,N/A
2188-SXWVT,4,4027,Stayed,46,No,0,Not Applicable,N/A
2189-UXTKY,1,3410,Churned,91,Yes,1,Dissatisfaction,Product dissatisfaction
2189-WWOEW,3,3579,Churned,96,Yes,1,Other,Don't know
2190-BCXEC,4,5257,Stayed,45,No,0,Not Applicable,N/A
2190-PHBHR,4,5274,Stayed,43,No,0,Not Applicable,N/A
2192-CKRLV,3,4700,Stayed,33,No,0,Not Applicable,N/A
2192-OZITF,3,2280,Stayed,56,No,0,Not Applicable,N/A
2193-SFWQW,3,4004,Stayed,25,No,0,Not Applicable,N/A
2194-IIQOF,3,4658,Stayed,30,No,0,Not Applicable,N/A
2195-VVRJF,3,2422,Stayed,30,No,0,Not Applicable,N/A
2195-ZRVAX,2,3631,Churned,90,Yes,1,Other,Don't know
2197-OMWGI,4,5583,Stayed,31,No,0,Not Applicable,N/A
2200-DSAAL,3,5914,Stayed,70,No,0,Not Applicable,N/A
2202-CUYXZ,1,3086,Churned,77,Yes,1,Competitor,Competitor had better devices
2202-OUTMO,4,3012,Stayed,73,No,0,Not Applicable,N/A
2203-GHNWN,4,3816,Stayed,72,No,0,Not Applicable,N/A
2205-LPVGL,3,5035,Stayed,58,No,0,Not Applicable,N/A
2205-YMZZJ,3,2015,Churned,70,Yes,1,Competitor,Competitor made better offer
2207-NHRJK,1,3718,Churned,85,Yes,1,Competitor,Competitor had better devices
2207-OBZNX,1,3736,Churned,90,Yes,1,Attitude,Attitude of service provider
2207-QPJED,4,4048,Stayed,62,No,0,Not Applicable,N/A
2207-RYYRL,3,5535,Stayed,28,No,0,Not Applicable,N/A
2208-MPXIO,4,5169,Stayed,71,No,0,Not Applicable,N/A
2208-NKVVH,4,4432,Stayed,51,No,0,Not Applicable,N/A
2208-NQBCT,3,2817,Stayed,72,No,0,Not Applicable,N/A
2208-UGTGR,3,5601,Stayed,58,No,0,Not Applicable,N/A
2209-XADXF,5,4831,Joined,28,No,0,Not Applicable,N/A
2211-RMNHO,4,4732,Stayed,43,No,0,Not Applicable,N/A
2212-LYASK,4,2068,Stayed,49,No,0,Not Applicable,N/A
2215-ZAFGX,5,4867,Stayed,69,No,0,Not Applicable,N/A
2219-MVUSO,2,3721,Churned,91,Yes,1,Other,Don't know
2220-IAHLS,3,5566,Joined,21,No,0,Not Applicable,N/A
2223-GDSHL,3,6481,Stayed,62,No,0,Not Applicable,N/A
2223-KAGMX,1,5379,Churned,87,Yes,1,Price,Long distance charges
2225-ZRGSG,1,6173,Churned,95,Yes,1,Price,Long distance charges
2226-ICFDO,4,6361,Stayed,72,No,0,Not Applicable,N/A
2227-JRSJX,3,5324,Stayed,36,No,0,Not Applicable,N/A
2228-BZDEE,5,5755,Stayed,57,No,0,Not Applicable,N/A
2229-DPMBI,5,3598,Stayed,58,No,0,Not Applicable,N/A
2229-VWQJH,5,5394,Stayed,66,No,0,Not Applicable,N/A
2230-XTUWL,5,5461,Stayed,68,No,0,Not Applicable,N/A
2232-DMLXU,2,3638,Churned,81,Yes,1,Dissatisfaction,Poor expertise of online support
2233-FAGXV,5,3181,Stayed,20,No,0,Not Applicable,N/A
2233-TXSIU,3,3522,Stayed,73,No,0,Not Applicable,N/A
2234-EOFPT,3,4278,Stayed,55,No,0,Not Applicable,N/A
2234-XADUH,4,5560,Stayed,71,No,0,Not Applicable,N/A
2235-DWLJU,5,4611,Stayed,71,No,0,Not Applicable,N/A
2235-EZAIK,4,4288,Stayed,79,No,0,Not Applicable,N/A
2235-ZGKPT,1,5386,Churned,90,Yes,1,Dissatisfaction,Product dissatisfaction
2236-HILPA,5,6403,Stayed,40,No,0,Not Applicable,N/A
2237-ZFSMY,1,2767,Churned,73,Yes,1,Attitude,Attitude of service provider
2239-CFOUJ,4,4540,Joined,54,No,0,Not Applicable,N/A
2239-CGBUZ,3,4207,Stayed,63,No,0,Not Applicable,N/A
2239-JALAW,1,6105,Churned,74,Yes,1,Competitor,Competitor made better offer
2240-HSJQD,5,3571,Stayed,55,No,0,Not Applicable,N/A
2242-MFOTG,4,3957,Stayed,54,No,0,Not Applicable,N/A
2243-FNMMI,3,4958,Stayed,32,No,0,Not Applicable,N/A
2245-ADZFJ,4,3491,Stayed,24,No,0,Not Applicable,N/A
2249-YPRNG,2,4223,Churned,84,Yes,1,Dissatisfaction,Service dissatisfaction
2250-IVBWA,3,5168,Stayed,48,No,0,Not Applicable,N/A
2251-PYLPB,3,4766,Stayed,55,No,0,Not Applicable,N/A
2252-ISRNH,3,2993,Stayed,27,No,0,Not Applicable,N/A
2252-JHJGE,3,4344,Stayed,22,No,0,Not Applicable,N/A
2252-NKNSI,3,4322,Stayed,69,No,0,Not Applicable,N/A
2253-KPMNB,4,4180,Stayed,33,No,0,Not Applicable,N/A
2254-DLXRI,4,2742,Joined,57,No,0,Not Applicable,N/A
2256-YLYLP,4,4499,Stayed,27,No,0,Not Applicable,N/A
2257-BOVXD,3,3516,Stayed,36,No,0,Not Applicable,N/A
2259-OUUSZ,3,5124,Stayed,48,No,0,Not Applicable,N/A
2260-USTRB,1,2767,Churned,67,Yes,1,Competitor,Competitor offered more data
2262-SLNVK,4,2475,Joined,74,No,0,Not Applicable,N/A
2263-SFSQZ,4,5461,Stayed,37,No,0,Not Applicable,N/A
2265-CYWIV,1,4708,Churned,77,Yes,1,Dissatisfaction,Network reliability
2266-FUBDZ,3,2742,Stayed,54,No,0,Not Applicable,N/A
2266-SJNAT,4,4807,Stayed,46,No,0,Not Applicable,N/A
2267-FPIMA,4,5548,Stayed,21,No,0,Not Applicable,N/A
2267-WTPYD,5,6015,Stayed,49,No,0,Not Applicable,N/A
2270-CHBFN,3,2221,Stayed,20,No,0,Not Applicable,N/A
2272-JKMSI,4,4306,Stayed,49,No,0,Not Applicable,N/A
2272-QAGFO,3,5342,Churned,71,Yes,1,Dissatisfaction,Service dissatisfaction
2272-UOINI,4,3601,Stayed,47,No,0,Not Applicable,N/A
2272-WUSPA,4,4848,Stayed,34,No,0,Not Applicable,N/A
2273-QCKXA,3,3178,Joined,30,No,0,Not Applicable,N/A
2274-XUATA,3,4933,Stayed,56,No,0,Not Applicable,N/A
2275-RBYQS,3,4916,Joined,50,No,0,Not Applicable,N/A
2276-YDAVZ,3,4965,Churned,92,Yes,1,Competitor,Competitor made better offer
2277-AXSDC,4,4691,Stayed,46,No,0,Not Applicable,N/A
2277-BKJKN,4,4951,Stayed,23,No,0,Not Applicable,N/A
2277-DJJDL,3,4763,Stayed,40,No,0,Not Applicable,N/A
2277-VWCNI,3,3048,Stayed,25,No,0,Not Applicable,N/A
2279-AXJJK,3,4465,Stayed,45,No,0,Not Applicable,N/A
2282-YGNOR,3,2810,Stayed,63,No,0,Not Applicable,N/A
2284-VFLKH,3,4995,Stayed,43,No,0,Not Applicable,N/A
2292-XQWSV,4,3724,Stayed,28,No,0,Not Applicable,N/A
2293-IJWPS,3,6354,Stayed,31,No,0,Not Applicable,N/A
2294-DMMUS,5,5057,Stayed,37,No,0,Not Applicable,N/A
2294-SALNE,4,3200,Stayed,54,No,0,Not Applicable,N/A
2296-DKZFP,4,6308,Stayed,32,No,0,Not Applicable,N/A
2300-RQGOI,5,2295,Stayed,62,No,0,Not Applicable,N/A
2302-ANTDP,1,5915,Churned,67,Yes,1,Competitor,Competitor offered more data
2302-OUZXB,5,4552,Stayed,70,No,0,Not Applicable,N/A
2303-PJYHN,5,4107,Joined,80,No,0,Not Applicable,N/A
2305-MRGLV,3,2085,Stayed,71,No,0,Not Applicable,N/A
2307-FYNNL,3,5692,Stayed,29,No,0,Not Applicable,N/A
2308-STERM,5,5816,Joined,63,No,0,Not Applicable,N/A
2309-OSFEU,1,2529,Churned,84,Yes,1,Attitude,Attitude of support person
2311-QYMUQ,3,3696,Churned,73,Yes,1,Attitude,Attitude of support person
2314-TNDJQ,4,5192,Stayed,35,No,0,Not Applicable,N/A
2316-ESMLS,3,3882,Stayed,74,No,0,Not Applicable,N/A
2320-JRSDE,3,4633,Churned,73,Yes,1,Attitude,Attitude of service provider
2320-SLKMB,4,3080,Stayed,26,No,0,Not Applicable,N/A
2320-TZRRH,3,4700,Stayed,59,No,0,Not Applicable,N/A
2320-YKQBO,5,4764,Stayed,57,No,0,Not Applicable,N/A
2321-OMBXY,1,2071,Churned,81,Yes,1,Other,Don't know
2322-VCZHZ,3,4999,Stayed,50,No,0,Not Applicable,N/A
2323-ARSVR,3,6103,Stayed,67,No,0,Not Applicable,N/A
2324-AALNO,5,5517,Stayed,41,No,0,Not Applicable,N/A
2324-EFHVG,4,5617,Stayed,38,No,0,Not Applicable,N/A
2325-NBPZG,3,5125,Joined,58,No,0,Not Applicable,N/A
2325-WINES,4,2335,Stayed,60,No,0,Not Applicable,N/A
2325-ZUSFD,1,4669,Churned,81,Yes,1,Dissatisfaction,Network reliability
2330-PQGDQ,5,4952,Stayed,33,No,0,Not Applicable,N/A
2332-EFBJY,1,3438,Churned,82,Yes,1,Price,Long distance charges
2332-TODQS,4,3642,Stayed,33,No,0,Not Applicable,N/A
2333-KWEWW,3,2782,Stayed,20,No,0,Not Applicable,N/A
2335-GSODA,4,2327,Stayed,24,No,0,Not Applicable,N/A
2338-BQEZT,3,6250,Stayed,44,No,0,Not Applicable,N/A
2342-CKIAO,5,5074,Joined,24,No,0,Not Applicable,N/A
2344-JMOGN,2,3016,Churned,72,Yes,1,Other,Don't know
2346-CZYIL,3,4962,Stayed,52,No,0,Not Applicable,N/A
2346-DJQTB,4,5097,Stayed,75,No,0,Not Applicable,N/A
2346-LOCWC,4,6186,Stayed,72,No,0,Not Applicable,N/A
2347-WKKAE,3,2662,Stayed,47,No,0,Not Applicable,N/A
2348-KCJLT,3,2059,Stayed,21,No,0,Not Applicable,N/A
2351-BKRZW,3,3976,Stayed,23,No,0,Not Applicable,N/A
2351-RRBUE,4,3575,Stayed,70,No,0,Not Applicable,N/A
2357-COQEK,2,4136,Churned,78,Yes,1,Competitor,Competitor made better offer
2359-KLTEK,3,3539,Stayed,53,No,0,Not Applicable,N/A
2359-KMGLI,1,4418,Churned,77,Yes,1,Competitor,Competitor had better devices
2359-QWQUL,2,2371,Churned,68,Yes,1,Competitor,Competitor made better offer
2360-RDGRO,3,5089,Stayed,70,No,0,Not Applicable,N/A
2361-FJWNO,3,5323,Stayed,38,No,0,Not Applicable,N/A
2361-UPSND,3,5433,Stayed,52,No,0,Not Applicable,N/A
2362-IBOOY,3,5272,Churned,76,Yes,1,Competitor,Competitor made better offer
2363-BJLSL,5,5157,Stayed,79,No,0,Not Applicable,N/A
2364-UFROM,3,3380,Stayed,68,No,0,Not Applicable,N/A
2368-GAKKQ,4,6424,Stayed,75,No,0,Not Applicable,N/A
2369-FEVNO,3,4590,Joined,52,No,0,Not Applicable,N/A
2369-UAPKZ,3,3131,Churned,76,Yes,1,Other,Moved
2371-JQHZZ,5,5886,Stayed,29,No,0,Not Applicable,N/A
2371-JUNGC,4,4032,Stayed,33,No,0,Not Applicable,N/A
2371-KFUOG,3,6409,Stayed,26,No,0,Not Applicable,N/A
2372-HWUHI,3,2570,Churned,76,Yes,1,Other,Don't know
2373-NTKOD,5,3026,Stayed,60,No,0,Not Applicable,N/A
2378-HTWFW,3,5527,Stayed,35,No,0,Not Applicable,N/A
2378-VTKDH,5,4073,Stayed,69,No,0,Not Applicable,N/A
2378-YIZKA,3,6221,Stayed,65,No,0,Not Applicable,N/A
2379-ENZGV,2,3420,Churned,72,Yes,1,Competitor,Competitor made better offer
2379-GYFLQ,4,5316,Stayed,50,No,0,Not Applicable,N/A
2380-DAMQP,4,4761,Stayed,67,No,0,Not Applicable,N/A
2382-BCKQJ,3,5600,Churned,91,Yes,1,Competitor,Competitor made better offer
2384-OVPSA,3,4947,Stayed,71,No,0,Not Applicable,N/A
2386-LAHRK,1,5094,Churned,80,Yes,1,Dissatisfaction,Product dissatisfaction
2386-OWURY,4,6460,Stayed,68,No,0,Not Applicable,N/A
2387-KDZQY,4,2185,Stayed,51,No,0,Not Applicable,N/A
2388-LAESQ,3,4796,Stayed,26,No,0,Not Applicable,N/A
2391-IPLOP,4,4706,Stayed,27,No,0,Not Applicable,N/A
2391-SOORI,1,5858,Churned,83,Yes,1,Dissatisfaction,Lack of self-service on Website
2393-DIVAI,3,5575,Joined,21,No,0,Not Applicable,N/A
2397-BRLOM,1,3443,Churned,91,Yes,1,Other,Don't know
2398-YPMUR,2,5101,Churned,85,Yes,1,Other,Poor expertise of online support
2400-FEQME,5,5011,Stayed,25,No,0,Not Applicable,N/A
2400-XIWIO,3,5054,Stayed,80,No,0,Not Applicable,N/A
2402-TAIRZ,5,3364,Stayed,55,No,0,Not Applicable,N/A
2403-BCASL,2,3711,Churned,93,Yes,1,Other,Don't know
2404-JIBFC,3,5661,Stayed,67,No,0,Not Applicable,N/A
2405-LBMUW,4,5024,Stayed,22,No,0,Not Applicable,N/A
2408-PSJVE,4,4388,Stayed,63,No,0,Not Applicable,N/A
2408-TZMJL,1,4601,Churned,90,Yes,1,Dissatisfaction,Network reliability
2408-WITXK,1,3244,Churned,92,Yes,1,Other,Deceased
2410-CIYFZ,3,3000,Joined,77,No,0,Not Applicable,N/A
2418-TPEUN,3,4681,Stayed,59,No,0,Not Applicable,N/A
2419-FSORS,4,4394,Stayed,33,No,0,Not Applicable,N/A
2424-WVHPL,5,4182,Joined,60,No,0,Not Applicable,N/A
2428-HYUNX,5,4975,Stayed,42,No,0,Not Applicable,N/A
2428-ZMCTB,3,3926,Stayed,62,No,0,Not Applicable,N/A
2429-AYKKO,5,4790,Stayed,22,No,0,Not Applicable,N/A
2430-RRYUW,4,4621,Stayed,20,No,0,Not Applicable,N/A
2430-USGXP,1,4766,Churned,66,Yes,1,Price,Lack of affordable download/upload speed
2432-TFSMK,3,2269,Stayed,36,No,0,Not Applicable,N/A
2433-KMEAS,1,2445,Churned,71,Yes,1,Other,Don't know
2434-EEVDB,4,5038,Stayed,26,No,0,Not Applicable,N/A
2436-QBZFP,4,3288,Stayed,25,No,0,Not Applicable,N/A
2439-LYPMQ,4,5469,Stayed,40,No,0,Not Applicable,N/A
2439-QKJUL,3,5064,Stayed,44,No,0,Not Applicable,N/A
2446-BEGGB,3,3330,Churned,83,Yes,1,Attitude,Attitude of support person
2446-PLQVO,2,4512,Churned,78,Yes,1,Other,Don't know
2446-ZKVAF,5,5558,Stayed,59,No,0,Not Applicable,N/A
