customer_id;customer_status;refer_a_friend;num_referrals;tenure_months;offer;phone_service;avg_monthly_longdist_charge;multiple_lines;internet_service;internet_type;avg_monthly_gb_download;online_security;online_backup;device_protection_plan;premium_tech_support;streaming_tv;streaming_movies;streaming_music;unlimited_data;contract;paperless_billing;payment_method;monthly_charge;total_charges;total_refunds;total_extra_charges;total_longdist_charges;total_revenue
2189-WWOEW;Churned;No;0;15;None;Yes;24,63;No;Yes;Fiber Optic;13;No;Yes;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;85,9;1269,55;0;0;369,45;1639
2190-BCXEC;Stayed;Yes;10;40;None;Yes;39,97;Yes;Yes;Fiber Optic;17;No;No;No;Yes;No;No;No;Yes;Month-to-Month;Yes;Credit Card;78,85;3126,85;0;0;1598,8;4725,65
2190-PHBHR;Stayed;Yes;5;72;Offer A;Yes;22,74;Yes;Yes;Fiber Optic;48;Yes;Yes;No;No;No;Yes;Yes;Yes;Two Year;Yes;Credit Card;94,45;6921,7;0;0;1637,28;8558,98
2192-CKRLV;Stayed;Yes;2;72;Offer A;No;0;No;Yes;DSL;15;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;49,2;3580,95;0;0;0;3580,95
2192-OZITF;Stayed;No;0;45;Offer B;Yes;44,29;Yes;Yes;DSL;15;Yes;No;No;Yes;No;Yes;Yes;Yes;Two Year;No;Credit Card;73,55;3349,1;0;0;1993,05;5342,15
2193-SFWQW;Stayed;Yes;9;72;None;Yes;24,08;No;Yes;Fiber Optic;19;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;111,95;8033,1;0;0;1733,76;9766,86
2194-IIQOF;Stayed;Yes;7;71;Offer A;Yes;19,9;Yes;Yes;DSL;27;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Credit Card;89,3;6388,65;0;0;1412,9;7801,55
2195-VVRJF;Stayed;Yes;6;18;None;Yes;5,73;No;Yes;DSL;13;Yes;No;No;No;No;Yes;No;Yes;Two Year;Yes;Credit Card;59,1;1011,05;31,05;0;103,14;1083,14
2195-ZRVAX;Churned;Yes;1;47;None;Yes;44,26;No;Yes;Cable;23;No;No;Yes;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;85,3;4045,65;0;0;2080,22;6125,87
2197-OMWGI;Stayed;Yes;4;68;None;No;0;No;Yes;DSL;23;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;53;3656,25;0;0;0;3656,25
2200-DSAAL;Stayed;No;0;68;None;Yes;20,3;Yes;Yes;DSL;13;No;Yes;Yes;No;Yes;Yes;Yes;No;Two Year;Yes;Bank Withdrawal;80,65;5330,2;0;90;1380,4;6800,6
2202-CUYXZ;Churned;No;0;1;None;Yes;36,07;No;Yes;Fiber Optic;41;No;No;Yes;No;Yes;No;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;84,85;84,85;0;0;36,07;120,92
2202-OUTMO;Stayed;Yes;5;34;None;Yes;12,3;Yes;Yes;DSL;26;Yes;No;No;Yes;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;60,85;2003,6;0;0;418,2;2421,8
2203-GHNWN;Stayed;Yes;2;24;None;Yes;44,93;Yes;Yes;Fiber Optic;82;No;No;Yes;No;No;No;Yes;Yes;Month-to-Month;Yes;Credit Card;79,65;1928,7;0;0;1078,32;3007,02
2205-LPVGL;Stayed;Yes;1;58;Offer B;Yes;18,43;Yes;Yes;Fiber Optic;10;Yes;Yes;No;Yes;No;No;No;No;One Year;Yes;Bank Withdrawal;89,85;5125,75;0;130;1068,94;6324,69
2205-YMZZJ;Churned;No;0;7;None;Yes;39,51;Yes;Yes;Fiber Optic;13;No;No;No;No;Yes;No;No;No;Month-to-Month;Yes;Bank Withdrawal;84,8;546,95;0;0;276,57;823,52
2207-NHRJK;Churned;No;0;1;Offer E;Yes;1,28;No;Yes;DSL;27;No;Yes;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;50,8;50,8;0;0;1,28;52,08
2207-OBZNX;Churned;No;0;7;None;Yes;34,49;No;Yes;Cable;22;Yes;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Mailed Check;51;354,05;0;0;241,43;595,48
2207-QPJED;Stayed;Yes;8;37;None;Yes;15,6;No;Yes;Fiber Optic;19;No;No;Yes;Yes;Yes;No;No;Yes;Two Year;No;Bank Withdrawal;90;3371,75;0;0;577,2;3948,95
2207-RYYRL;Stayed;Yes;6;52;Offer B;Yes;29,55;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;24,55;1331,05;0;0;1536,6;2867,65
2208-MPXIO;Stayed;Yes;9;45;None;Yes;21,73;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Bank Withdrawal;20;886,4;0;0;977,85;1864,25
2208-NKVVH;Stayed;Yes;4;43;None;Yes;2,81;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;24,25;1077,95;0;0;120,83;1198,78
2208-NQBCT;Stayed;Yes;10;26;None;Yes;42,95;No;Yes;Fiber Optic;27;Yes;Yes;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;81,95;2070,05;0;0;1116,7;3186,75
2208-UGTGR;Stayed;No;0;56;Offer B;Yes;10,99;Yes;Yes;Fiber Optic;28;No;Yes;No;No;Yes;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;98,6;5581,05;0;0;615,44;6196,49
2209-XADXF;Joined;No;0;1;Offer E;No;0;No;Yes;DSL;15;No;No;No;No;No;No;No;No;Month-to-Month;No;Bank Withdrawal;25,25;25,25;0;10;0;35,25
2211-RMNHO;Stayed;Yes;1;68;None;Yes;25,16;Yes;Yes;Cable;26;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;85,3;5560;0;0;1710,88;7270,88
2212-LYASK;Stayed;Yes;3;27;None;No;0;No;Yes;DSL;27;No;Yes;Yes;No;No;Yes;Yes;No;One Year;Yes;Credit Card;45,85;1246,4;0;30;0;1276,4
2215-ZAFGX;Stayed;No;0;9;Offer E;Yes;11,5;Yes;Yes;Fiber Optic;14;No;No;No;No;Yes;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;85,5;791,7;0;0;103,5;895,2
2219-MVUSO;Churned;No;0;8;None;Yes;35,53;No;Yes;Cable;5;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;45,15;438,4;0;0;284,24;722,64
2220-IAHLS;Joined;No;0;1;None;Yes;2,85;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;19,4;19,4;0;0;2,85;22,25
2223-GDSHL;Stayed;Yes;5;71;Offer A;Yes;26,38;Yes;Yes;Fiber Optic;18;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Two Year;Yes;Bank Withdrawal;116,05;8297,5;42,57;110;1872,98;10237,91
2223-KAGMX;Churned;No;0;15;Offer D;Yes;33,14;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Bank Withdrawal;19,4;289,3;0;0;497,1;786,4
2225-ZRGSG;Churned;Yes;1;70;Offer A;Yes;5,48;Yes;Yes;Fiber Optic;14;Yes;Yes;Yes;Yes;No;No;No;Yes;Two Year;No;Bank Withdrawal;93,9;6579,05;0;0;383,6;6962,65
2226-ICFDO;Stayed;Yes;9;72;None;Yes;10,87;Yes;Yes;DSL;24;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;85,9;6110,75;0;0;782,64;6893,39
2227-JRSJX;Stayed;No;0;21;Offer D;Yes;6,12;No;Yes;Fiber Optic;51;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;99,15;1956,4;0;0;128,52;2084,92
2228-BZDEE;Stayed;No;0;54;Offer B;Yes;26,25;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;20,1;1079,45;0;0;1417,5;2496,95
2229-DPMBI;Stayed;Yes;10;8;None;Yes;13,21;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;19,5;162,15;0;0;105,68;267,83
2229-VWQJH;Stayed;No;0;24;None;Yes;4,82;No;Yes;DSL;16;No;No;Yes;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;49,3;1233,25;0;0;115,68;1348,93
2230-XTUWL;Stayed;Yes;3;48;Offer B;Yes;13,26;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;19,55;883,35;0;0;636,48;1519,83
2232-DMLXU;Churned;No;0;1;None;Yes;35,6;No;Yes;DSL;58;No;No;No;No;Yes;No;Yes;Yes;Month-to-Month;No;Credit Card;55,2;55,2;0;0;35,6;90,8
2233-FAGXV;Stayed;Yes;6;5;None;Yes;6,7;Yes;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Credit Card;24,3;132,25;0;0;33,5;165,75
2233-TXSIU;Stayed;Yes;1;17;None;No;0;No;Yes;DSL;52;Yes;No;Yes;No;Yes;No;No;Yes;One Year;No;Credit Card;44,45;792,15;0;0;0;792,15
2234-EOFPT;Stayed;Yes;2;72;None;Yes;29,8;No;Yes;DSL;14;Yes;Yes;No;Yes;Yes;Yes;Yes;No;Two Year;Yes;Bank Withdrawal;79,35;5753,25;0;40;2145,6;7938,85
2234-XADUH;Stayed;Yes;4;72;None;Yes;29,66;Yes;Yes;Fiber Optic;59;No;Yes;Yes;No;Yes;Yes;Yes;Yes;One Year;Yes;Credit Card;103,2;7362,9;45,38;0;2135,52;9453,04
2235-DWLJU;Stayed;No;0;6;None;No;0;No;Yes;DSL;24;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;44,4;263,05;0;0;0;263,05
2235-EZAIK;Stayed;Yes;9;72;Offer A;Yes;22,41;Yes;Yes;DSL;59;Yes;Yes;Yes;Yes;Yes;No;No;No;Two Year;No;Credit Card;79,2;5401,9;0;20;1613,52;7035,42
2235-ZGKPT;Churned;Yes;1;4;None;Yes;12,88;Yes;Yes;Cable;22;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Credit Card;50,85;239,55;0;0;51,52;291,07
2236-HILPA;Stayed;Yes;9;62;Offer B;Yes;11,15;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;20,65;1218,45;0;0;691,3;1909,75
2237-ZFSMY;Churned;No;0;39;Offer C;Yes;4,48;No;Yes;Fiber Optic;71;Yes;No;Yes;Yes;Yes;No;Yes;Yes;One Year;Yes;Bank Withdrawal;95,55;3692,85;0;0;174,72;3867,57
2239-CFOUJ;Joined;Yes;3;1;None;Yes;27,5;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Credit Card;20,4;20,4;0;0;27,5;47,9
2239-CGBUZ;Stayed;Yes;4;51;Offer B;Yes;47,18;No;Yes;Cable;12;Yes;Yes;No;Yes;No;No;No;Yes;One Year;Yes;Bank Withdrawal;60,5;3145,15;0;0;2406,18;5551,33
2239-JALAW;Churned;No;0;58;Offer B;Yes;44,5;Yes;Yes;Fiber Optic;47;No;Yes;Yes;No;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;103,25;6017,65;0;0;2581;8598,65
2240-HSJQD;Stayed;No;0;38;None;Yes;1,27;Yes;Yes;Fiber Optic;13;No;Yes;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;81,85;3141,7;0;0;48,26;3189,96
2242-MFOTG;Stayed;No;0;33;None;Yes;25,71;Yes;Yes;Fiber Optic;48;Yes;No;No;No;No;No;No;Yes;One Year;No;Bank Withdrawal;80,1;2603,3;0;0;848,43;3451,73
2243-FNMMI;Stayed;No;0;20;Offer D;Yes;31,02;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;19,4;415,4;0;0;620,4;1035,8
2245-ADZFJ;Stayed;Yes;9;31;Offer C;Yes;28,52;Yes;Yes;DSL;2;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;80,55;2471,6;0;0;884,12;3355,72
2249-YPRNG;Churned;Yes;3;20;None;Yes;28,79;Yes;Yes;Fiber Optic;16;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;105,85;2239,65;0;0;575,8;2815,45
2250-IVBWA;Stayed;Yes;4;64;None;Yes;49,49;No;Yes;Fiber Optic;12;Yes;Yes;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;81,05;5135,35;0;0;3167,36;8302,71
2251-PYLPB;Stayed;Yes;3;72;Offer A;Yes;45,05;Yes;Yes;Cable;9;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Two Year;No;Credit Card;79,55;5810,9;0;0;3243,6;9054,5
2252-ISRNH;Stayed;Yes;9;9;Offer E;Yes;30,46;Yes;Yes;Fiber Optic;82;No;No;Yes;No;Yes;No;No;Yes;One Year;Yes;Bank Withdrawal;90,35;767,9;0;0;274,14;1042,04
2252-JHJGE;Stayed;No;0;61;Offer B;Yes;45,69;Yes;Yes;Fiber Optic;48;Yes;No;Yes;No;Yes;Yes;Yes;Yes;One Year;No;Bank Withdrawal;104;6363,45;0;0;2787,09;9150,54
2252-NKNSI;Stayed;No;0;52;None;Yes;32,02;Yes;Yes;DSL;28;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;85,15;4461,85;0;0;1665,04;6126,89
2253-KPMNB;Stayed;Yes;10;69;None;No;0;No;Yes;DSL;69;Yes;Yes;Yes;Yes;No;No;No;Yes;Two Year;No;Bank Withdrawal;46,25;3121,4;0;0;0;3121,4
2254-DLXRI;Joined;No;0;1;Offer E;Yes;18;Yes;Yes;Fiber Optic;23;No;Yes;No;No;No;No;No;No;Month-to-Month;Yes;Credit Card;79,15;79,15;0;60;18;157,15
2256-YLYLP;Stayed;Yes;4;68;None;Yes;34,13;No;Yes;DSL;25;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;72,95;4953,25;0;0;2320,84;7274,09
2257-BOVXD;Stayed;Yes;3;14;None;Yes;22,14;Yes;Yes;DSL;11;No;No;No;Yes;Yes;No;No;Yes;Month-to-Month;Yes;Credit Card;66,6;979,5;0;0;309,96;1289,46
2259-OUUSZ;Stayed;No;0;7;Offer E;No;0;No;Yes;DSL;48;No;No;Yes;Yes;No;No;No;Yes;One Year;Yes;Credit Card;35,5;249,55;0;0;0;249,55
2260-USTRB;Churned;No;0;2;None;Yes;9,55;No;Yes;Fiber Optic;28;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;70,2;115,95;0;0;19,1;135,05
2262-SLNVK;Joined;No;0;1;None;Yes;1,15;No;Yes;Fiber Optic;23;No;No;No;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;70,1;70,1;0;0;1,15;71,25
2263-SFSQZ;Stayed;Yes;7;51;None;Yes;16,85;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Credit Card;24,95;1222,25;0;0;859,35;2081,6
2265-CYWIV;Churned;Yes;1;4;None;Yes;18,91;Yes;Yes;Fiber Optic;20;Yes;No;No;No;Yes;Yes;No;Yes;Month-to-Month;Yes;Bank Withdrawal;99,6;347,65;25,79;0;75,64;397,5
2266-FUBDZ;Stayed;Yes;2;15;None;Yes;46,47;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;19,35;278,85;0;0;697,05;975,9
2266-SJNAT;Stayed;Yes;2;72;Offer A;Yes;11,85;Yes;Yes;Fiber Optic;82;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;One Year;No;Credit Card;109,15;7789,6;0;0;853,2;8642,8
2267-FPIMA;Stayed;Yes;1;50;Offer B;Yes;17,58;Yes;Yes;Fiber Optic;47;Yes;Yes;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;94,4;4914,9;0;0;879;5793,9
2267-WTPYD;Stayed;Yes;1;57;None;Yes;23,05;Yes;Yes;Fiber Optic;30;No;Yes;Yes;No;No;Yes;No;Yes;Month-to-Month;No;Credit Card;94;5438,95;0;0;1313,85;6752,8
2270-CHBFN;Stayed;Yes;10;44;Offer B;Yes;32,72;Yes;Yes;Fiber Optic;6;Yes;Yes;Yes;Yes;No;No;No;Yes;Month-to-Month;Yes;Credit Card;95,1;4060,55;0;0;1439,68;5500,23
2272-JKMSI;Stayed;Yes;5;62;Offer B;Yes;13,25;Yes;Yes;Fiber Optic;57;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;110,8;6840,95;0;0;821,5;7662,45
2272-QAGFO;Churned;No;0;14;None;Yes;35,07;Yes;Yes;Fiber Optic;10;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;74,3;1096,25;0;0;490,98;1587,23
2272-UOINI;Stayed;No;0;7;Offer E;Yes;3,34;No;Yes;Cable;13;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;78,5;571,05;0;0;23,38;594,43
2272-WUSPA;Stayed;Yes;1;72;None;Yes;39,74;Yes;Yes;Fiber Optic;5;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;110,75;7751,7;0;0;2861,28;10612,98
2273-QCKXA;Joined;No;0;1;None;Yes;25,77;No;Yes;Cable;5;No;No;No;Yes;No;No;No;Yes;Month-to-Month;No;Credit Card;49,05;49,05;0;0;25,77;74,82
2274-XUATA;Stayed;Yes;8;72;Offer A;No;0;No;Yes;Cable;26;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;63,1;4685,55;0;0;0;4685,55
2275-RBYQS;Joined;No;0;1;Offer E;Yes;49,33;No;Yes;DSL;21;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;45,4;45,4;0;0;49,33;94,73
2276-YDAVZ;Churned;No;0;3;Offer E;Yes;26,52;Yes;Yes;Fiber Optic;10;No;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;75,1;270,7;0;0;79,56;350,26
2277-AXSDC;Stayed;No;0;32;None;Yes;43,8;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Bank Withdrawal;19,75;624,15;0;0;1401,6;2025,75
2277-BKJKN;Stayed;Yes;6;71;None;Yes;22;No;Yes;Fiber Optic;27;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;99,2;7213,75;0;0;1562;8775,75
2277-DJJDL;Stayed;Yes;5;60;Offer B;Yes;10,4;Yes;Yes;Fiber Optic;5;No;No;No;Yes;Yes;Yes;No;No;Two Year;Yes;Bank Withdrawal;99;6017,9;0;150;624;6791,9
2277-VWCNI;Stayed;No;0;4;None;Yes;31,13;Yes;Yes;DSL;15;No;No;No;No;No;No;No;Yes;Two Year;No;Mailed Check;48,75;179,85;0;0;124,52;304,37
2279-AXJJK;Stayed;Yes;1;52;None;Yes;8,94;Yes;Yes;Fiber Optic;85;No;Yes;No;Yes;No;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;95,65;5088,4;11,8;0;464,88;5541,48
2282-YGNOR;Stayed;No;0;29;None;Yes;14,46;No;Yes;DSL;25;Yes;No;Yes;Yes;No;No;No;Yes;One Year;No;Credit Card;58;1734,5;0;0;419,34;2153,84
2284-VFLKH;Stayed;Yes;4;49;Offer B;Yes;33,93;No;Yes;Fiber Optic;27;No;No;Yes;Yes;Yes;Yes;Yes;Yes;One Year;Yes;Credit Card;99,25;4920,8;0;0;1662,57;6583,37
2292-XQWSV;Stayed;Yes;3;40;None;No;0;No;Yes;DSL;26;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;One Year;No;Credit Card;60,3;2448,5;0;0;0;2448,5
2293-IJWPS;Stayed;Yes;5;57;Offer B;Yes;3,72;Yes;Yes;Fiber Optic;11;No;No;Yes;No;Yes;Yes;Yes;Yes;One Year;Yes;Credit Card;100,75;5985;0;0;212,04;6197,04
2294-DMMUS;Stayed;Yes;9;62;None;Yes;36,54;Yes;Yes;DSL;41;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;70,45;4300,45;0;0;2265,48;6565,93
2294-SALNE;Stayed;Yes;2;23;Offer D;Yes;16,63;No;Yes;Fiber Optic;22;No;Yes;Yes;Yes;No;No;No;No;One Year;No;Credit Card;86,8;1940,8;0;90;382,49;2413,29
2296-DKZFP;Stayed;Yes;1;65;Offer B;Yes;1,29;No;Yes;DSL;51;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;71;4386,2;0;0;83,85;4470,05
2300-RQGOI;Stayed;No;0;38;Offer C;Yes;41,63;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;20,05;741,5;0;0;1581,94;2323,44
2302-ANTDP;Churned;Yes;9;48;None;Yes;43,04;Yes;Yes;Fiber Optic;5;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Month-to-Month;No;Bank Withdrawal;117,45;5438,9;0;0;2065,92;7504,82
2302-OUZXB;Stayed;Yes;5;72;Offer A;Yes;22,01;Yes;Yes;DSL;5;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;82,15;5784,3;0;0;1584,72;7369,02
2303-PJYHN;Joined;Yes;8;2;Offer E;Yes;36,05;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Bank Withdrawal;19,85;52;0;0;72,1;124,1
2305-MRGLV;Stayed;Yes;10;28;None;Yes;21,91;No;Yes;Fiber Optic;5;No;No;No;Yes;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;76,55;2065,4;0;0;613,48;2678,88
2307-FYNNL;Stayed;No;0;65;None;Yes;4,4;Yes;Yes;Fiber Optic;10;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;109,05;7108,2;34,67;0;286;7359,53
2308-STERM;Joined;No;0;2;None;Yes;6,65;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;19,4;61,05;0;0;13,3;74,35
2309-OSFEU;Churned;No;0;10;None;No;0;No;Yes;DSL;30;No;No;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;33,9;298,45;0;0;0;298,45
2311-QYMUQ;Churned;Yes;1;16;None;Yes;31,73;No;Yes;Fiber Optic;25;No;Yes;Yes;No;Yes;No;No;Yes;Month-to-Month;Yes;Credit Card;89,45;1430,25;0;0;507,68;1937,93
2314-TNDJQ;Stayed;Yes;1;72;Offer A;No;0;No;Yes;Cable;59;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Two Year;No;Credit Card;55,65;3880,05;0;0;0;3880,05
2316-ESMLS;Stayed;Yes;7;12;None;No;0;No;Yes;DSL;27;Yes;No;No;Yes;No;No;No;Yes;One Year;No;Credit Card;33,15;444,75;0;0;0;444,75
2320-JRSDE;Churned;Yes;1;1;None;Yes;7,49;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Bank Withdrawal;19,9;19,9;0;0;7,49;27,39
2320-SLKMB;Stayed;No;0;26;None;No;0;No;Yes;Cable;29;No;No;Yes;Yes;Yes;No;No;Yes;Month-to-Month;Yes;Credit Card;44,45;1183,8;0;0;0;1183,8
2320-TZRRH;Stayed;No;0;20;None;Yes;38,74;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Credit Card;19,5;403,15;0;0;774,8;1177,95
2320-YKQBO;Stayed;No;0;7;None;Yes;7,32;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;19,3;144,95;0;0;51,24;196,19
2321-OMBXY;Churned;Yes;1;38;Offer C;Yes;42,14;No;Yes;DSL;19;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;One Year;No;Credit Card;80,3;3058,65;0;0;1601,32;4659,97
2322-VCZHZ;Stayed;Yes;3;23;Offer D;Yes;31,53;No;Yes;Fiber Optic;20;Yes;Yes;No;No;No;Yes;No;Yes;Month-to-Month;Yes;Bank Withdrawal;90;2024,1;0;0;725,19;2749,29
2323-ARSVR;Stayed;Yes;8;67;None;Yes;46,89;No;Yes;Fiber Optic;29;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;111,05;7321,05;0;0;3141,63;10462,68
2324-AALNO;Stayed;No;0;48;Offer B;Yes;23,76;Yes;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Bank Withdrawal;24,55;1203,95;36,04;0;1140,48;2308,39
2324-EFHVG;Stayed;No;0;64;None;Yes;45,82;Yes;Yes;Fiber Optic;14;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;104,4;6692,65;0;0;2932,48;9625,13
2325-NBPZG;Joined;No;0;3;None;Yes;10,1;No;Yes;Fiber Optic;73;Yes;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;74,55;233,65;0;0;30,3;263,95
2325-WINES;Stayed;No;0;32;None;Yes;14,21;Yes;Yes;Fiber Optic;28;No;Yes;Yes;No;Yes;Yes;Yes;Yes;One Year;Yes;Credit Card;104,05;3416,85;0;0;454,72;3871,57
2325-ZUSFD;Churned;Yes;1;57;Offer B;Yes;36,65;No;Yes;DSL;7;Yes;No;No;No;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;70,1;3913,3;0;0;2089,05;6002,35
2330-PQGDQ;Stayed;Yes;6;51;None;Yes;9,5;Yes;Yes;Fiber Optic;51;No;Yes;No;Yes;No;No;No;Yes;One Year;No;Bank Withdrawal;84,2;4299,75;39,68;0;484,5;4744,57
2332-EFBJY;Churned;No;0;16;Offer D;Yes;5,74;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Credit Card;19,7;342,4;0;0;91,84;434,24
2332-TODQS;Stayed;No;0;48;Offer B;Yes;34,96;Yes;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Credit Card;25,05;1171,5;16,38;0;1678,08;2833,2
2333-KWEWW;Stayed;No;0;18;None;Yes;26,26;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;20,05;388,6;0;0;472,68;861,28
2335-GSODA;Stayed;No;0;23;None;No;0;No;Yes;DSL;26;Yes;No;Yes;Yes;No;No;No;Yes;Two Year;No;Credit Card;40,1;857,75;0;0;0;857,75
2338-BQEZT;Stayed;No;0;55;Offer B;Yes;3,62;No;Yes;DSL;17;Yes;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Credit Card;50,55;2832,75;0;0;199,1;3031,85
2342-CKIAO;Joined;No;0;2;None;Yes;12,68;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;20,3;41,2;0;0;25,36;66,56
2344-JMOGN;Churned;Yes;1;9;None;Yes;17,47;No;Yes;Fiber Optic;6;No;Yes;Yes;Yes;Yes;No;No;Yes;Month-to-Month;Yes;Credit Card;94,85;890,6;0;0;157,23;1047,83
2346-CZYIL;Stayed;No;0;27;Offer C;Yes;39,77;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;20,35;531,6;0;0;1073,79;1605,39
2346-DJQTB;Stayed;No;0;35;None;No;0;No;Yes;DSL;21;No;No;No;No;No;No;No;No;Month-to-Month;No;Bank Withdrawal;24,15;812,5;0;40;0;852,5
2346-LOCWC;Stayed;Yes;10;58;None;Yes;25,86;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;20,5;1191,4;36,92;0;1499,88;2654,36
