customer_id,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type
2485-ITVKB,No,Yes,No,No,No,No,No,Yes,Yes,DSL
2486-WYVVE,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL
2495-INZWQ,No,Yes,No,No,No,No,Yes,Yes,Yes,Cable
2495-KZNFB,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Fiber Optic
2495-TTHBQ,Yes,No,No,No,No,No,No,No,No,None
2498-XLDZR,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL
2499-AJYUA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic
2501-XWWTZ,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2504-DSHIH,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
2506-CLAKW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic
2506-TNFCO,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2507-QZPQS,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Fiber Optic
2509-TFPJU,Yes,No,No,No,No,No,No,No,No,None
2511-ALLCS,Yes,No,No,No,No,No,No,No,No,None
2511-MORQY,Yes,Yes,No,No,Yes,No,No,No,No,DSL
2514-GINMM,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic
2516-VQRRV,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2516-XSJKX,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL
2519-ERQOJ,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Cable
2519-FAKOD,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
2519-LBNQL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
2519-TWKFS,Yes,Yes,No,No,No,Yes,No,No,No,DSL
2520-SGTTA,Yes,No,No,No,No,No,No,No,No,None
2521-NPUZR,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic
2522-AHJXR,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2522-WLNSF,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Cable
2523-EWWZL,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
2525-GVKQU,Yes,No,No,No,No,No,No,No,No,None
2528-HFYZX,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
2530-ENDWQ,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
2530-FMFXO,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2533-QVMSK,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Fiber Optic
2533-TIBIX,No,Yes,Yes,No,No,No,No,No,No,Cable
2535-PBCGC,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable
2538-OIMXF,No,Yes,No,No,No,No,No,No,No,Cable
2541-YGPKE,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,DSL
2542-HYGIQ,Yes,No,No,No,No,No,No,No,No,None
2545-EBUPK,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic
2545-LXYVJ,Yes,No,No,No,No,No,No,No,No,None
2546-KZAAT,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,DSL
2550-AEVRU,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL
2550-QHZGP,Yes,No,No,No,No,No,No,No,No,None
2558-BUOZZ,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic
2560-PPCHE,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
2560-QTSBS,Yes,No,No,No,No,No,No,No,No,None
2560-WBWXF,Yes,No,No,No,No,No,No,No,No,None
2565-JSLRY,Yes,No,No,No,No,No,No,No,No,None
2568-BRGYX,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2568-OIADY,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
2569-WGERO,Yes,No,No,No,No,No,No,No,No,None
2573-GYRUU,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic
2575-GFSOE,Yes,Yes,No,No,No,No,No,No,Yes,Fiber Optic
2576-HXMPA,Yes,No,No,No,No,No,No,No,No,None
2577-GVSIL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,DSL
2578-JQPHZ,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2580-ASVVY,No,Yes,Yes,No,No,Yes,Yes,No,No,DSL
2580-ATZSQ,Yes,Yes,Yes,Yes,Yes,No,No,No,No,DSL
2581-VKIRT,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Cable
2582-FFFZR,No,Yes,No,No,Yes,No,Yes,Yes,Yes,DSL
2585-KTFRE,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Cable
2586-CWXVV,No,Yes,No,Yes,No,No,No,No,No,Cable
2587-EKXTS,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
2587-YNLES,Yes,No,No,No,No,No,No,No,No,None
2589-AYCRP,Yes,No,No,No,No,No,No,No,No,None
2592-HODOV,Yes,No,No,No,No,No,No,No,No,None
2592-SEIFQ,No,Yes,No,No,No,No,No,No,No,DSL
2592-YKDIF,Yes,No,No,No,No,No,No,No,No,None
2595-KIWPV,Yes,No,No,No,No,No,No,No,No,None
2599-CIPQE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2599-CZABP,Yes,Yes,No,No,No,No,No,No,No,DSL
2603-HVKCG,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
2604-IJPDU,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Fiber Optic
2604-XVDAM,Yes,Yes,No,No,No,No,No,No,No,DSL
2606-PKWJB,No,Yes,Yes,Yes,No,Yes,No,No,No,Cable
2606-RMDHZ,No,Yes,No,Yes,No,No,No,No,No,DSL
2607-DHDAK,Yes,No,No,No,No,No,No,No,No,None
2607-FBDFF,Yes,Yes,No,No,No,Yes,No,No,No,DSL
2608-BHKFN,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2609-IAICY,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2612-PHGOX,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Cable
2612-RANWT,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
2612-RRIDN,Yes,Yes,No,No,No,No,Yes,No,Yes,Fiber Optic
2615-YVMYX,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Fiber Optic
2616-FLVQC,Yes,No,No,No,No,No,No,No,No,None
2616-UUTFK,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,DSL
2619-WFQWU,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2621-UDNLU,Yes,No,No,No,No,No,No,No,No,None
2623-DRYAM,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
2625-TRCZQ,No,Yes,No,Yes,No,No,Yes,Yes,Yes,DSL
2626-URJFX,Yes,Yes,No,No,No,No,No,No,No,DSL
2626-VEEWG,Yes,No,No,No,No,No,No,No,No,None
2632-IVXVF,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2632-TACXW,Yes,No,No,No,No,No,No,No,No,None
2632-UCGVD,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Fiber Optic
2634-HCZGT,Yes,Yes,Yes,No,No,Yes,No,No,No,Cable
2636-ALXXZ,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2636-OHFMN,No,Yes,No,Yes,No,No,Yes,Yes,Yes,DSL
2636-SJDOU,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic
2637-FKFSY,Yes,Yes,No,No,No,No,No,No,No,DSL
2639-UGMAZ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,DSL
2640-LYMOV,Yes,No,No,No,No,No,No,No,No,None
2640-PMGFL,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic
2642-DTVCO,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic
2642-MAWLJ,Yes,No,No,No,No,No,No,No,No,None
2645-QTLMB,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
2649-HWLYB,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DSL
2650-GYRYL,Yes,No,No,No,No,No,No,No,No,None
2651-ZCBXV,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
2654-VBVPB,Yes,No,No,No,No,No,No,No,No,None
2656-FMOKZ,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2656-TABEH,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
2657-ALMWY,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic
2657-VPXTA,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
2659-VXMWZ,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
2660-EMUBI,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic
2661-GKBTK,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL
2662-NNTDK,Yes,No,No,No,No,No,No,No,No,None
2664-XJZNO,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2665-NPTGL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic
2667-WYLWJ,Yes,No,No,No,No,No,No,No,No,None
2668-TZSPS,Yes,No,No,No,No,No,No,No,No,None
2669-OIDSD,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2669-QVCRG,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic
2672-DZUOY,No,Yes,No,No,No,No,No,No,No,DSL
2672-HUYVI,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
2672-OJQZP,Yes,Yes,No,No,No,No,No,No,No,Cable
2672-TGEFF,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic
2673-CXQEU,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Fiber Optic
2673-ZALNP,Yes,No,No,No,No,No,No,No,No,None
2674-MIAHT,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
2674-MLXMN,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Fiber Optic
2675-DHUTR,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Fiber Optic
2675-IJRGJ,Yes,No,No,No,No,No,No,No,No,None
2675-OTVVJ,Yes,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic
2676-ISHSF,Yes,No,No,No,No,No,No,No,No,None
2676-OXPPQ,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL
2676-SSLTO,Yes,Yes,No,No,No,Yes,Yes,No,No,DSL
2680-XKKNJ,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DSL
2682-KEVRP,Yes,No,No,No,No,No,No,No,No,None
2683-BPJSO,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic
2683-JXWQQ,No,Yes,Yes,No,Yes,No,No,No,No,DSL
2684-EIWEO,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Fiber Optic
2685-SREOM,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic
2688-BHGOG,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic
2690-DVRVK,Yes,No,No,No,No,No,No,No,No,None
2691-NZETQ,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic
2692-AQCPF,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2692-BUCFV,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic
2692-PFYTJ,Yes,No,No,No,No,No,No,No,No,None
2694-CIUMO,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic
2696-ECXKC,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic
2696-NARTR,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic
2696-RZVZW,Yes,No,No,No,No,No,No,No,No,None
2697-NQBPF,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
2700-LUEVA,Yes,No,No,No,No,No,No,No,No,None
2703-AMTUL,Yes,Yes,Yes,Yes,No,No,No,No,No,Cable
2706-QZIHY,Yes,No,No,No,No,No,No,No,No,None
2709-UQGNP,Yes,Yes,Yes,No,No,No,No,No,No,Cable
2710-WYVXG,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DSL
2712-SYWAY,Yes,No,No,No,No,No,No,No,No,None
2716-GFZOR,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Fiber Optic
2717-HVIZY,Yes,No,No,No,No,No,No,No,No,None
2718-GAXQD,Yes,Yes,No,No,No,No,No,No,No,Cable
2718-YSKCS,Yes,No,No,No,No,No,No,No,No,None
2719-BDAQO,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic
2720-FVBQP,Yes,Yes,No,No,No,No,No,No,No,Cable
2720-WGKHP,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
2722-JMONI,Yes,Yes,Yes,No,No,No,No,No,No,Cable
2722-VOJQL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
2724-FJDYW,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL
2725-IWWBA,Yes,Yes,Yes,No,Yes,Yes,No,No,No,DSL
2725-KXXWT,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
2725-TTRIQ,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Cable
2729-VNVAP,Yes,No,No,No,No,No,No,No,No,None
2731-GJRDG,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2732-ISEZX,Yes,No,No,No,No,No,No,No,No,None
2737-WFVYW,No,Yes,No,No,No,No,Yes,Yes,Yes,DSL
2737-YNGYW,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
2739-CACDQ,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic
2739-CCZMB,Yes,No,No,No,No,No,No,No,No,None
2740-JFBOK,Yes,No,No,No,No,No,No,No,No,None
2740-TVLFN,Yes,Yes,No,No,No,No,No,No,No,DSL
2746-DIJLO,Yes,Yes,No,Yes,No,No,No,No,No,DSL
2748-MYRVK,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
2749-CTKAJ,Yes,No,No,No,No,No,No,No,No,None
2750-BJLSB,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2753-JMMCV,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,DSL
2754-SDJRD,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic
2754-VDLTR,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
2754-XBHTB,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic
2758-RNWXS,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber Optic
2761-OCIAX,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
2761-XECQW,No,Yes,No,Yes,Yes,No,No,Yes,No,Cable
2770-NSVDG,No,Yes,No,No,Yes,No,No,No,No,DSL
2773-MADBQ,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Cable
2773-OVBPK,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2774-LVQUS,Yes,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic
2775-SEFEE,Yes,Yes,Yes,Yes,No,Yes,No,No,No,DSL
2777-PHDEI,Yes,Yes,No,No,No,No,Yes,No,Yes,Fiber Optic
2778-OCLGR,No,Yes,Yes,No,No,No,No,Yes,No,DSL
2782-JEEBU,No,Yes,No,Yes,No,Yes,No,No,No,DSL
2782-LFZVW,Yes,Yes,No,No,No,No,No,Yes,Yes,Cable
2786-GCDPI,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Fiber Optic
2788-CJQAQ,Yes,No,No,No,No,No,No,No,No,None
2789-CZANW,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
2789-HQBOU,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
2790-XUYMV,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic
2791-SFVEW,Yes,No,No,No,No,No,No,No,No,None
2792-LSHWX,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Fiber Optic
2792-VPPET,Yes,No,No,No,No,No,No,No,No,None
2794-XIMMO,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL
2796-NNUFI,Yes,No,No,No,No,No,No,No,No,None
2796-UUZZO,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic
2798-NYLMZ,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2799-ARNLO,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2799-TSLAG,Yes,No,No,No,No,No,No,No,No,None
2800-QQUSO,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic
2800-VEQXM,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic
2801-NISEI,Yes,Yes,Yes,No,No,Yes,No,No,No,DSL
2804-ETQDK,Yes,No,No,No,No,No,No,No,No,None
2805-AUFQN,Yes,No,No,No,No,No,No,No,No,None
2805-EDJPQ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic
2806-MLNTI,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
2808-CHTDM,Yes,No,No,No,No,No,No,No,No,None
2809-ILCYT,Yes,No,No,No,No,No,No,No,No,None
2809-ZMYOQ,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
2810-FTLEM,Yes,Yes,Yes,No,No,No,No,No,No,DSL
2811-POVEX,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Fiber Optic
2812-ENYMO,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Cable
2812-REYAT,Yes,No,No,No,No,No,No,No,No,None
2812-SFXMJ,Yes,No,No,No,No,No,No,No,No,None
2815-CPTUL,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2817-LVCPP,Yes,No,No,No,No,No,No,No,No,None
2817-NTQDO,No,Yes,Yes,No,No,Yes,Yes,No,No,DSL
2819-GWENI,Yes,No,No,No,No,No,No,No,No,None
2821-WARNZ,Yes,No,No,No,No,No,No,No,No,None
2823-LKABH,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber Optic
2824-DXNKN,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Cable
2824-MYYBN,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
2826-DXLQO,No,Yes,Yes,No,No,No,No,No,No,DSL
2826-UWHIS,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
2828-SLQPF,Yes,Yes,No,No,No,No,No,No,No,DSL
2829-HYVZP,Yes,No,No,No,No,No,No,No,No,None
2830-LEWOA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2831-EBWRN,Yes,Yes,No,No,No,No,No,No,No,Cable
2832-KJCRD,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2832-SCUCO,Yes,No,No,No,No,No,No,No,No,None
2833-SLKDQ,Yes,Yes,No,No,No,No,No,No,Yes,Cable
2834-JKOOW,No,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL
2834-JRTUA,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2834-SPCJV,Yes,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic
2839-RFSQE,Yes,No,No,No,No,No,No,No,No,None
2840-XANRC,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Cable
2842-BCQGE,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2842-JTCCU,Yes,Yes,No,No,No,No,No,No,Yes,Cable
2843-CQMEG,Yes,Yes,No,Yes,No,No,No,No,No,Cable
2845-AFFTX,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic
2845-HSJCY,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic
2845-KDHVX,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,DSL
2848-YXSMW,Yes,No,No,No,No,No,No,No,No,None
2851-MMUTZ,Yes,Yes,No,Yes,No,Yes,No,No,No,Cable
2851-STERV,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,DSL
2853-CWQFQ,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Cable
2856-HYAPG,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2856-NNASM,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
2858-EIMXH,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic
2858-MOFSQ,Yes,Yes,No,No,Yes,No,No,No,No,DSL
2860-RANUS,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
2862-JVEOY,Yes,No,No,No,No,No,No,No,No,None
2862-PFNIK,No,Yes,No,No,No,No,No,No,No,Cable
2863-IMQDR,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
2865-TCHJW,Yes,Yes,No,No,Yes,No,Yes,No,No,Cable
2866-IKBTM,Yes,No,No,No,No,No,No,No,No,None
2867-UIMSS,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
2868-LLSKM,Yes,Yes,No,Yes,No,Yes,No,No,No,Fiber Optic
2868-MZAGQ,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
2868-SNELZ,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic
2869-ADAWR,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic
2873-ZLIWT,Yes,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic
2874-YXVVA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2876-GZYZC,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
2876-VBBBL,Yes,No,No,No,No,No,No,No,No,None
2877-VDUER,No,Yes,No,No,No,Yes,Yes,No,No,DSL
2878-DHMIN,Yes,No,No,No,No,No,No,No,No,None
2878-RMWXY,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Fiber Optic
2880-FPNAE,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic
2882-DDZPG,Yes,No,No,No,No,No,No,No,No,None
2882-WDTBA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Cable
2883-ILGWO,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Fiber Optic
2884-GBPFB,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2885-HIJDH,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL
2886-KEFUM,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
2887-JPYLU,Yes,Yes,No,No,No,No,No,No,No,DSL
2888-ADFAO,Yes,No,No,No,No,No,No,No,No,None
2889-FPWRM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2890-WFBHU,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL
2892-GESUL,Yes,No,No,No,No,No,No,No,No,None
2894-QOJRX,No,Yes,No,No,No,No,Yes,No,No,Cable
2896-TBNBE,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic
2897-DOVND,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2898-LSJGD,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Cable
2898-MRKPI,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
2900-PHPLN,Yes,No,No,No,No,No,No,No,No,None
2903-YYTBW,Yes,Yes,No,No,No,No,No,No,No,DSL
2904-GGUAZ,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Fiber Optic
2905-KFQUV,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2907-ILJBN,Yes,No,No,No,No,No,No,No,No,None
2908-WGAXL,Yes,No,No,No,No,No,No,No,No,None
2908-ZTPNF,No,Yes,No,Yes,No,Yes,No,No,No,Cable
2911-IJORQ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
2911-UREFD,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,DSL
2911-WDXMV,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic
2916-BQZLN,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic
2919-HBCJO,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic
2920-RNCEZ,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic
2921-XWDJH,Yes,Yes,Yes,No,No,No,No,Yes,No,Fiber Optic
2923-ARZLG,Yes,No,No,No,No,No,No,No,No,None
2924-KHUVI,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic
2925-MXLSX,Yes,Yes,No,Yes,Yes,No,Yes,No,No,DSL
2925-VDZHY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
2926-JEJJC,Yes,No,No,No,No,No,No,No,No,None
2927-CVULT,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic
2927-QRRQV,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic
2928-HLDBA,Yes,No,No,No,No,No,No,No,No,None
2929-ERCFZ,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
2929-QNSRW,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic
2930-UOTMB,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Cable
2931-FSOHN,Yes,Yes,No,Yes,No,No,Yes,No,No,DSL
2931-SVLTV,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
2931-VUVJN,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber Optic
2931-XIQBR,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2933-FILNV,No,Yes,No,No,No,No,No,No,No,DSL
2933-XEUJM,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,DSL
2937-FTHUR,Yes,Yes,Yes,No,No,No,No,Yes,Yes,DSL
2946-KIQSP,No,Yes,No,No,Yes,Yes,No,No,No,Cable
2947-DOMLJ,Yes,Yes,Yes,No,No,No,No,No,No,Cable
2951-QOQTK,Yes,Yes,No,No,No,Yes,No,No,Yes,Fiber Optic
2952-QAYZF,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic
2954-PIBKO,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Cable
2955-BJZHG,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic
2955-PSXOE,Yes,No,No,No,No,No,No,No,No,None
2956-GGUCQ,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic
2957-JIRMN,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic
2957-LOLHO,Yes,Yes,No,No,No,No,No,No,No,DSL
2958-NHPPS,Yes,No,No,No,No,No,No,No,No,None
2959-EEXWB,No,Yes,Yes,No,No,No,Yes,Yes,Yes,DSL
2959-FENLU,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic
