customer_id,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
2207-RYYRL,Two Year,No,Mailed check,24.55,29.55,1331.05,0,0,1536.6,2867.65
2208-MPXIO,Two Year,Yes,Bank transfer (automatic),20,21.73,886.4,0,0,977.85,1864.25
2208-NKVVH,Two Year,No,Mailed check,24.25,2.81,1077.95,0,0,120.83,1198.78
2208-NQBCT,Month-to-Month,No,Electronic check,81.95,42.95,2070.05,0,0,1116.7,3186.75
2208-UGTGR,Month-to-Month,No,Electronic check,98.6,10.99,5581.05,0,0,615.44,6196.49
2209-XADXF,Month-to-Month,No,Bank transfer (automatic),25.25,0,25.25,0,10,0,35.25
2211-RMNHO,Two Year,No,Bank transfer (automatic),85.3,25.16,5560,0,0,1710.88,7270.88
2212-LYASK,One Year,Yes,Credit card (automatic),45.85,0,1246.4,0,30,0,1276.4
2215-ZAFGX,Month-to-Month,Yes,Electronic check,85.5,11.5,791.7,0,0,103.5,895.2
2219-MVUSO,Month-to-Month,Yes,Mailed check,45.15,35.53,438.4,0,0,284.24,722.64
2220-IAHLS,Month-to-Month,No,Credit card (automatic),19.4,2.85,19.4,0,0,2.85,22.25
2223-GDSHL,Two Year,Yes,Bank transfer (automatic),116.05,26.38,8297.5,42.57,110,1872.98,10237.91
2223-KAGMX,Month-to-Month,No,Bank transfer (automatic),19.4,33.14,289.3,0,0,497.1,786.4
2225-ZRGSG,Two Year,No,Bank transfer (automatic),93.9,5.48,6579.05,0,0,383.6,6962.65
2226-ICFDO,Two Year,Yes,Credit card (automatic),85.9,10.87,6110.75,0,0,782.64,6893.39
2227-JRSJX,Month-to-Month,Yes,Bank transfer (automatic),99.15,6.12,1956.4,0,0,128.52,2084.92
2228-BZDEE,Two Year,No,Mailed check,20.1,26.25,1079.45,0,0,1417.5,2496.95
2229-DPMBI,Two Year,No,Mailed check,19.5,13.21,162.15,0,0,105.68,267.83
2229-VWQJH,Month-to-Month,Yes,Credit card (automatic),49.3,4.82,1233.25,0,0,115.68,1348.93
2230-XTUWL,Two Year,No,Mailed check,19.55,13.26,883.35,0,0,636.48,1519.83
2232-DMLXU,Month-to-Month,No,Mailed check,55.2,35.6,55.2,0,0,35.6,90.8
2233-FAGXV,Month-to-Month,Yes,Mailed check,24.3,6.7,132.25,0,0,33.5,165.75
2233-TXSIU,One Year,No,Credit card (automatic),44.45,0,792.15,0,0,0,792.15
2234-EOFPT,Two Year,Yes,Bank transfer (automatic),79.35,29.8,5753.25,0,40,2145.6,7938.85
2234-XADUH,One Year,Yes,Credit card (automatic),103.2,29.66,7362.9,45.38,0,2135.52,9453.04
2235-DWLJU,Month-to-Month,Yes,Electronic check,44.4,0,263.05,0,0,0,263.05
2235-EZAIK,Two Year,No,Credit card (automatic),79.2,22.41,5401.9,0,20,1613.52,7035.42
2235-ZGKPT,Month-to-Month,No,Mailed check,50.85,12.88,239.55,0,0,51.52,291.07
2236-HILPA,Two Year,No,Credit card (automatic),20.65,11.15,1218.45,0,0,691.3,1909.75
2237-ZFSMY,One Year,Yes,Electronic check,95.55,4.48,3692.85,0,0,174.72,3867.57
2239-CFOUJ,One Year,No,Mailed check,20.4,27.5,20.4,0,0,27.5,47.9
2239-CGBUZ,One Year,Yes,Bank transfer (automatic),60.5,47.18,3145.15,0,0,2406.18,5551.33
2239-JALAW,One Year,Yes,Bank transfer (automatic),103.25,44.5,6017.65,0,0,2581,8598.65
2240-HSJQD,Month-to-Month,Yes,Mailed check,81.85,1.27,3141.7,0,0,48.26,3189.96
2242-MFOTG,One Year,No,Bank transfer (automatic),80.1,25.71,2603.3,0,0,848.43,3451.73
2243-FNMMI,Month-to-Month,No,Mailed check,19.4,31.02,415.4,0,0,620.4,1035.8
2245-ADZFJ,Two Year,No,Bank transfer (automatic),80.55,28.52,2471.6,0,0,884.12,3355.72
2249-YPRNG,Month-to-Month,Yes,Bank transfer (automatic),105.85,28.79,2239.65,0,0,575.8,2815.45
2250-IVBWA,Month-to-Month,No,Electronic check,81.05,49.49,5135.35,0,0,3167.36,8302.71
2251-PYLPB,Two Year,No,Credit card (automatic),79.55,45.05,5810.9,0,0,3243.6,9054.5
2252-ISRNH,One Year,Yes,Electronic check,90.35,30.46,767.9,0,0,274.14,1042.04
2252-JHJGE,One Year,No,Electronic check,104,45.69,6363.45,0,0,2787.09,9150.54
2252-NKNSI,Two Year,Yes,Mailed check,85.15,32.02,4461.85,0,0,1665.04,6126.89
2253-KPMNB,Two Year,No,Bank transfer (automatic),46.25,0,3121.4,0,0,0,3121.4
2254-DLXRI,Month-to-Month,Yes,Mailed check,79.15,18,79.15,0,60,18,157.15
2256-YLYLP,Two Year,Yes,Bank transfer (automatic),72.95,34.13,4953.25,0,0,2320.84,7274.09
2257-BOVXD,Month-to-Month,Yes,Credit card (automatic),66.6,22.14,979.5,0,0,309.96,1289.46
2259-OUUSZ,One Year,Yes,Credit card (automatic),35.5,0,249.55,0,0,0,249.55
2260-USTRB,Month-to-Month,Yes,Bank transfer (automatic),70.2,9.55,115.95,0,0,19.1,135.05
2262-SLNVK,Month-to-Month,No,Electronic check,70.1,1.15,70.1,0,0,1.15,71.25
2263-SFSQZ,Two Year,Yes,Mailed check,24.95,16.85,1222.25,0,0,859.35,2081.6
2265-CYWIV,Month-to-Month,Yes,Electronic check,99.6,18.91,347.65,25.79,0,75.64,397.5
2266-FUBDZ,Two Year,No,Mailed check,19.35,46.47,278.85,0,0,697.05,975.9
2266-SJNAT,One Year,No,Credit card (automatic),109.15,11.85,7789.6,0,0,853.2,8642.8
2267-FPIMA,Month-to-Month,Yes,Credit card (automatic),94.4,17.58,4914.9,0,0,879,5793.9
2267-WTPYD,Month-to-Month,No,Credit card (automatic),94,23.05,5438.95,0,0,1313.85,6752.8
2270-CHBFN,Month-to-Month,Yes,Credit card (automatic),95.1,32.72,4060.55,0,0,1439.68,5500.23
2272-JKMSI,One Year,Yes,Electronic check,110.8,13.25,6840.95,0,0,821.5,7662.45
2272-QAGFO,Month-to-Month,Yes,Electronic check,74.3,35.07,1096.25,0,0,490.98,1587.23
2272-UOINI,Month-to-Month,Yes,Electronic check,78.5,3.34,571.05,0,0,23.38,594.43
2272-WUSPA,Two Year,Yes,Electronic check,110.75,39.74,7751.7,0,0,2861.28,10612.98
2273-QCKXA,Month-to-Month,No,Mailed check,49.05,25.77,49.05,0,0,25.77,74.82
2274-XUATA,Two Year,Yes,Bank transfer (automatic),63.1,0,4685.55,0,0,0,4685.55
2275-RBYQS,Month-to-Month,Yes,Mailed check,45.4,49.33,45.4,0,0,49.33,94.73
2276-YDAVZ,Month-to-Month,Yes,Credit card (automatic),75.1,26.52,270.7,0,0,79.56,350.26
2277-AXSDC,One Year,No,Bank transfer (automatic),19.75,43.8,624.15,0,0,1401.6,2025.75
2277-BKJKN,Two Year,Yes,Electronic check,99.2,22,7213.75,0,0,1562,8775.75
2277-DJJDL,Two Year,Yes,Electronic check,99,10.4,6017.9,0,150,624,6791.9
2277-VWCNI,Two Year,No,Mailed check,48.75,31.13,179.85,0,0,124.52,304.37
2279-AXJJK,Month-to-Month,Yes,Credit card (automatic),95.65,8.94,5088.4,11.8,0,464.88,5541.48
2282-YGNOR,One Year,No,Credit card (automatic),58,14.46,1734.5,0,0,419.34,2153.84
2284-VFLKH,One Year,Yes,Credit card (automatic),99.25,33.93,4920.8,0,0,1662.57,6583.37
2292-XQWSV,One Year,No,Mailed check,60.3,0,2448.5,0,0,0,2448.5
2293-IJWPS,One Year,Yes,Credit card (automatic),100.75,3.72,5985,0,0,212.04,6197.04
2294-DMMUS,Month-to-Month,Yes,Credit card (automatic),70.45,36.54,4300.45,0,0,2265.48,6565.93
2294-SALNE,One Year,No,Mailed check,86.8,16.63,1940.8,0,90,382.49,2413.29
2296-DKZFP,Two Year,No,Bank transfer (automatic),71,1.29,4386.2,0,0,83.85,4470.05
2300-RQGOI,Two Year,No,Mailed check,20.05,41.63,741.5,0,0,1581.94,2323.44
2302-ANTDP,Month-to-Month,No,Electronic check,117.45,43.04,5438.9,0,0,2065.92,7504.82
2302-OUZXB,Two Year,No,Bank transfer (automatic),82.15,22.01,5784.3,0,0,1584.72,7369.02
2303-PJYHN,Month-to-Month,No,Bank transfer (automatic),19.85,36.05,52,0,0,72.1,124.1
2305-MRGLV,Month-to-Month,No,Bank transfer (automatic),76.55,21.91,2065.4,0,0,613.48,2678.88
2307-FYNNL,Two Year,Yes,Electronic check,109.05,4.4,7108.2,34.67,0,286,7359.53
2308-STERM,Month-to-Month,No,Mailed check,19.4,6.65,61.05,0,0,13.3,74.35
2309-OSFEU,Month-to-Month,Yes,Mailed check,33.9,0,298.45,0,0,0,298.45
2311-QYMUQ,Month-to-Month,Yes,Credit card (automatic),89.45,31.73,1430.25,0,0,507.68,1937.93
2314-TNDJQ,Two Year,No,Credit card (automatic),55.65,0,3880.05,0,0,0,3880.05
2316-ESMLS,One Year,No,Credit card (automatic),33.15,0,444.75,0,0,0,444.75
2320-JRSDE,Month-to-Month,Yes,Electronic check,19.9,7.49,19.9,0,0,7.49,27.39
2320-SLKMB,Month-to-Month,Yes,Credit card (automatic),44.45,0,1183.8,0,0,0,1183.8
2320-TZRRH,One Year,No,Mailed check,19.5,38.74,403.15,0,0,774.8,1177.95
2320-YKQBO,Month-to-Month,No,Mailed check,19.3,7.32,144.95,0,0,51.24,196.19
2321-OMBXY,One Year,No,Credit card (automatic),80.3,42.14,3058.65,0,0,1601.32,4659.97
2322-VCZHZ,Month-to-Month,Yes,Electronic check,90,31.53,2024.1,0,0,725.19,2749.29
2323-ARSVR,Two Year,Yes,Electronic check,111.05,46.89,7321.05,0,0,3141.63,10462.68
2324-AALNO,One Year,No,Bank transfer (automatic),24.55,23.76,1203.95,36.04,0,1140.48,2308.39
2324-EFHVG,Two Year,Yes,Bank transfer (automatic),104.4,45.82,6692.65,0,0,2932.48,9625.13
2325-NBPZG,Month-to-Month,Yes,Electronic check,74.55,10.1,233.65,0,0,30.3,263.95
2325-WINES,One Year,Yes,Credit card (automatic),104.05,14.21,3416.85,0,0,454.72,3871.57
2325-ZUSFD,One Year,Yes,Bank transfer (automatic),70.1,36.65,3913.3,0,0,2089.05,6002.35
2330-PQGDQ,One Year,No,Bank transfer (automatic),84.2,9.5,4299.75,39.68,0,484.5,4744.57
2332-EFBJY,Month-to-Month,Yes,Mailed check,19.7,5.74,342.4,0,0,91.84,434.24
2332-TODQS,One Year,No,Credit card (automatic),25.05,34.96,1171.5,16.38,0,1678.08,2833.2
2333-KWEWW,Two Year,No,Credit card (automatic),20.05,26.26,388.6,0,0,472.68,861.28
2335-GSODA,Two Year,No,Mailed check,40.1,0,857.75,0,0,0,857.75
2338-BQEZT,Month-to-Month,Yes,Credit card (automatic),50.55,3.62,2832.75,0,0,199.1,3031.85
2342-CKIAO,Month-to-Month,No,Mailed check,20.3,12.68,41.2,0,0,25.36,66.56
2344-JMOGN,Month-to-Month,Yes,Mailed check,94.85,17.47,890.6,0,0,157.23,1047.83
2346-CZYIL,Two Year,No,Credit card (automatic),20.35,39.77,531.6,0,0,1073.79,1605.39
2346-DJQTB,Month-to-Month,No,Electronic check,24.15,0,812.5,0,40,0,852.5
2346-LOCWC,Two Year,No,Credit card (automatic),20.5,25.86,1191.4,36.92,0,1499.88,2654.36
2347-WKKAE,Month-to-Month,Yes,Electronic check,94.4,41.16,4014.6,0,0,1728.72,5743.32
2348-KCJLT,One Year,Yes,Mailed check,61.5,44.87,2722.2,0,150,1974.28,4846.48
2351-BKRZW,Two Year,No,Bank transfer (automatic),75.2,29.98,3254.35,0,0,1289.14,4543.49
2351-RRBUE,One Year,No,Mailed check,20.65,41.64,134.05,0,0,291.48,425.53
2357-COQEK,Month-to-Month,Yes,Electronic check,103.3,28.14,2890.65,0,0,787.92,3678.57
2359-KLTEK,Month-to-Month,Yes,Bank transfer (automatic),94.9,43.19,3848,0,0,1770.79,5618.79
2359-KMGLI,Month-to-Month,Yes,Electronic check,80.25,49.3,1861.5,0,0,1183.2,3044.7
2359-QWQUL,One Year,Yes,Credit card (automatic),104.7,9.51,4134.85,0,0,370.89,4505.74
2360-RDGRO,Month-to-Month,Yes,Electronic check,104.25,41.2,6812.95,0,0,2678,9490.95
2361-FJWNO,One Year,No,Credit card (automatic),36,0,1382.9,0,130,0,1512.9
2361-UPSND,One Year,No,Mailed check,70.6,44.75,3231.05,0,0,2058.5,5289.55
2362-IBOOY,Month-to-Month,Yes,Electronic check,84.75,43.97,3050.15,0,0,1582.92,4633.07
2363-BJLSL,Month-to-Month,Yes,Bank transfer (automatic),80.4,48.72,4981.15,0,0,3020.64,8001.79
2364-UFROM,One Year,No,Electronic check,70.4,32.41,2044.75,0,0,972.3,3017.05
2368-GAKKQ,Two Year,Yes,Bank transfer (automatic),113.65,17.32,7939.25,0,0,1212.4,9151.65
2369-FEVNO,Month-to-Month,Yes,Mailed check,19.9,7.76,19.9,0,0,7.76,27.66
2369-UAPKZ,Month-to-Month,No,Mailed check,104.1,38.89,541.9,0,0,194.45,736.35
2371-JQHZZ,Month-to-Month,Yes,Electronic check,93,46.91,2248.05,0,40,1125.84,3413.89
2371-JUNGC,Month-to-Month,No,Mailed check,20.25,28.62,208,0,0,314.82,522.82
2371-KFUOG,One Year,No,Bank transfer (automatic),99.15,32.67,5720.95,0,0,1894.86,7615.81
2372-HWUHI,Month-to-Month,No,Electronic check,44.35,46.84,81.25,0,0,93.68,174.93
2373-NTKOD,Month-to-Month,Yes,Electronic check,66.25,25.72,546.45,0,0,205.76,752.21
2378-HTWFW,Month-to-Month,No,Credit card (automatic),91,26.19,3180.5,0,40,916.65,4137.15
2378-VTKDH,Month-to-Month,Yes,Electronic check,104.35,8.59,6578.55,0,0,558.35,7136.9
2378-YIZKA,Two Year,Yes,Credit card (automatic),85,6.28,5607.75,0,130,427.04,6164.79
2379-ENZGV,Month-to-Month,Yes,Electronic check,84.85,39.32,523.5,0,0,235.92,759.42
2379-GYFLQ,One Year,Yes,Credit card (automatic),94.9,22.13,4422.95,24.08,0,1017.98,5416.85
2380-DAMQP,Two Year,No,Electronic check,115.15,40.59,8349.7,0,0,2922.48,11272.18
2382-BCKQJ,One Year,Yes,Electronic check,100.15,32.58,6413.65,0,0,2019.96,8433.61
2384-OVPSA,Two Year,No,Mailed check,20.2,4.09,735.9,0,0,155.42,891.32
2386-LAHRK,Month-to-Month,Yes,Mailed check,53.5,14.58,53.5,0,0,14.58,68.08
2386-OWURY,Month-to-Month,Yes,Electronic check,95.3,35.55,5817.7,0,0,2061.9,7879.6
2387-KDZQY,One Year,Yes,Mailed check,20.1,31.6,279.5,0,0,537.2,816.7
2388-LAESQ,Two Year,Yes,Bank transfer (automatic),114.85,28.72,8317.95,0,0,2067.84,10385.79
2391-IPLOP,One Year,Yes,Electronic check,69.65,14.32,3442.15,0,0,716,4158.15
2391-SOORI,Month-to-Month,No,Electronic check,49.35,26.04,219.65,0,0,104.16,323.81
2393-DIVAI,Month-to-Month,Yes,Mailed check,20,15.37,61.7,0,0,46.11,107.81
2397-BRLOM,Month-to-Month,Yes,Credit card (automatic),80.45,26.99,583.45,0,0,215.92,799.37
2398-YPMUR,Month-to-Month,Yes,Electronic check,70.15,37.86,916.75,0,90,492.18,1498.93
2400-FEQME,Two Year,No,Mailed check,20.5,40.94,1177.95,5.83,0,2251.7,3423.82
2400-XIWIO,Two Year,No,Electronic check,90.1,22.33,6310.9,0,0,1585.43,7896.33
2402-TAIRZ,One Year,No,Electronic check,80.05,9.61,3019.1,0,0,355.57,3374.67
2403-BCASL,One Year,Yes,Electronic check,111.95,45.04,4534.9,0,0,1846.64,6381.54
2404-JIBFC,Two Year,Yes,Bank transfer (automatic),85.1,8.39,4657.95,0,0,461.45,5119.4
2405-LBMUW,One Year,Yes,Bank transfer (automatic),50.7,0,3088.75,0,20,0,3108.75
2408-PSJVE,Month-to-Month,Yes,Mailed check,61.9,37.68,2924.05,0,0,1657.92,4581.97
2408-TZMJL,One Year,Yes,Electronic check,110.15,22.71,6448.05,0,0,1339.89,7787.94
2408-WITXK,Month-to-Month,Yes,Electronic check,34.7,0,329.8,0,0,0,329.8
2410-CIYFZ,Month-to-Month,No,Mailed check,20.4,49.53,42.9,0,0,99.06,141.96
2418-TPEUN,Two Year,Yes,Credit card (automatic),19.8,48.56,1119.9,0,0,2719.36,3839.26
2419-FSORS,Two Year,Yes,Electronic check,108.4,10.68,7719.5,0,0,768.96,8488.46
2424-WVHPL,One Year,No,Electronic check,74.7,27.65,74.7,0,0,27.65,102.35
2428-HYUNX,Two Year,Yes,Credit card (automatic),19.35,1.89,847.25,0,0,83.16,930.41
2428-ZMCTB,Month-to-Month,No,Credit card (automatic),19.75,20.29,208.25,0,0,202.9,411.15
2429-AYKKO,Two Year,No,Bank transfer (automatic),19.85,3.43,1434.1,0,0,246.96,1681.06
2430-RRYUW,One Year,Yes,Mailed check,54.8,11.56,3465.7,0,0,762.96,4228.66
2430-USGXP,Month-to-Month,Yes,Electronic check,101.05,34.62,2391.8,0,0,830.88,3222.68
2432-TFSMK,One Year,Yes,Credit card (automatic),89.6,34.78,1633,0,0,626.04,2259.04
2433-KMEAS,Month-to-Month,Yes,Electronic check,54.45,7.28,1127.35,0,0,160.16,1287.51
2434-EEVDB,Two Year,Yes,Credit card (automatic),94.6,1.27,5948.7,0,0,81.28,6029.98
2436-QBZFP,Month-to-Month,No,Electronic check,39.2,0,849.9,0,50,0,899.9
2439-LYPMQ,Two Year,Yes,Electronic check,102.6,4.75,4009.2,45.81,0,180.5,4143.89
2439-QKJUL,Month-to-Month,No,Mailed check,20.25,7.83,109.8,0,0,39.15,148.95
2446-BEGGB,Month-to-Month,Yes,Electronic check,98.25,47.35,560.6,0,0,284.1,844.7
2446-PLQVO,Month-to-Month,Yes,Electronic check,70.3,5.67,70.3,0,0,5.67,75.97
2446-ZKVAF,Month-to-Month,No,Credit card (automatic),56.8,1.28,1074.65,0,0,23.04,1097.69
2450-ZKEED,One Year,No,Bank transfer (automatic),53.8,7.42,651.55,0,0,81.62,733.17
2451-YMUXS,Two Year,Yes,Bank transfer (automatic),64.55,28.88,4250.1,0,0,1934.96,6185.06
2452-KDRRH,Two Year,Yes,Credit card (automatic),101.4,38.85,6841.05,0,0,2602.95,9444
2452-MRMZF,Two Year,Yes,Credit card (automatic),25.7,8.48,1937.4,0,0,610.56,2547.96
2452-SNHFZ,Month-to-Month,No,Credit card (automatic),75.45,48.03,3545.1,0,0,2257.41,5802.51
2453-SAFNS,One Year,No,Mailed check,72.1,45.43,3886.05,0,0,2453.22,6339.27
2454-RPBRZ,Month-to-Month,Yes,Electronic check,98.1,30.63,1060.2,49.06,0,367.56,1378.7
2455-USLMV,Month-to-Month,Yes,Credit card (automatic),84.75,24.21,2613.4,0,0,750.51,3363.91
2458-EOMRE,Month-to-Month,No,Bank transfer (automatic),64.05,40.96,733.95,0,90,450.56,1274.51
2460-FPSYH,Month-to-Month,Yes,Electronic check,55.8,0,2109.35,0,80,0,2189.35
2460-NGXBJ,One Year,Yes,Credit card (automatic),75.2,28.64,775.3,0,0,315.04,1090.34
2462-XIIJB,Month-to-Month,Yes,Electronic check,92.5,3.25,452.7,0,0,16.25,468.95
2465-BLLEU,Month-to-Month,Yes,Mailed check,19.75,10.22,19.75,0,0,10.22,29.97
2466-FCCPT,One Year,No,Bank transfer (automatic),19.7,7.31,395.6,0,0,146.2,541.8
2466-NEJOJ,Month-to-Month,No,Credit card (automatic),19.65,26.17,169.75,0,0,209.36,379.11
2468-SJFLM,Month-to-Month,Yes,Mailed check,74.3,39.55,74.3,0,0,39.55,113.85
2469-DTSGX,Two Year,No,Electronic check,111.65,44.81,7943.45,0,0,3226.32,11169.77
2472-OVKUP,Month-to-Month,Yes,Electronic check,91,42.08,531,0,0,252.48,783.48
2474-BRUCM,Month-to-Month,No,Electronic check,101.85,2.85,4086.3,0,0,114,4200.3
2474-LCNUE,Month-to-Month,Yes,Credit card (automatic),73.65,14.53,1642.75,0,0,334.19,1976.94
2475-MROZF,Month-to-Month,Yes,Credit card (automatic),95,2.87,2852.4,0,0,86.1,2938.5
2476-YGEFM,Month-to-Month,Yes,Credit card (automatic),76,7.01,2215.25,0,0,203.29,2418.54
2478-EEWWM,Month-to-Month,Yes,Electronic check,44.3,0,2666.75,0,20,0,2686.75
2479-BRAMR,Month-to-Month,Yes,Bank transfer (automatic),83.75,45.84,3273.55,0,0,1879.44,5152.99
2480-EJWYP,One Year,Yes,Bank transfer (automatic),97.8,45.37,5458.8,0,0,2631.46,8090.26
2480-JZOSN,Month-to-Month,Yes,Mailed check,20.65,35.24,20.65,0,0,35.24,55.89
2480-SQIOB,Month-to-Month,No,Electronic check,44.8,25.9,169.65,0,0,103.6,273.25
2481-SBOYW,Two Year,Yes,Credit card (automatic),25,32.05,1498.35,0,0,1955.05,3453.4
2482-CZGBB,Month-to-Month,Yes,Electronic check,70,27.28,740,0,0,272.8,1012.8
2483-XSSMZ,One Year,Yes,Electronic check,47.85,25.33,1886.4,0,70,987.87,2944.27
2484-DGXPZ,Month-to-Month,Yes,Mailed check,19.55,30.07,658.95,0,0,932.17,1591.12
2485-ITVKB,Month-to-Month,Yes,Electronic check,35.1,0,68.75,0,10,0,78.75
2486-WYVVE,One Year,Yes,Mailed check,79.3,3.12,2484,0,0,96.72,2580.72
2495-INZWQ,Month-to-Month,Yes,Electronic check,44.55,0,174.3,0,10,0,184.3
2495-KZNFB,Month-to-Month,Yes,Electronic check,90.65,16.76,2989.6,0,0,553.08,3542.68
2495-TTHBQ,One Year,Yes,Mailed check,20.4,32.15,84.75,0,0,128.6,213.35
2498-XLDZR,Two Year,No,Mailed check,73.6,19.76,2316.85,12.66,0,632.32,2936.51
2499-AJYUA,Two Year,Yes,Credit card (automatic),110.8,15.85,7882.25,0,0,1141.2,9023.45
2501-XWWTZ,Month-to-Month,No,Electronic check,70.2,1.01,760.05,0,0,11.11,771.16
2504-DSHIH,One Year,No,Electronic check,86.8,42.59,1975.85,0,0,979.57,2955.42
2506-CLAKW,Month-to-Month,Yes,Bank transfer (automatic),98.15,20.26,567.45,0,0,121.56,689.01
2506-TNFCO,Month-to-Month,Yes,Electronic check,69.55,12.46,69.55,0,0,12.46,82.01
2507-QZPQS,Month-to-Month,No,Electronic check,95.7,9.97,1451.1,0,0,149.55,1600.65
2509-TFPJU,Two Year,No,Credit card (automatic),25.75,40.04,1864.2,0,0,2882.88,4747.08
2511-ALLCS,Two Year,No,Bank transfer (automatic),24.3,18.86,821.6,0,0,660.1,1481.7
2511-MORQY,One Year,No,Bank transfer (automatic),54.9,10.33,2614.1,0,0,516.5,3130.6
2514-GINMM,Month-to-Month,Yes,Electronic check,79.5,48.97,79.5,0,0,48.97,128.47
2516-VQRRV,Month-to-Month,Yes,Mailed check,75.45,23.46,158.4,0,0,46.92,205.32
2516-XSJKX,Two Year,No,Electronic check,78.45,32.29,3126.45,0,0,1323.89,4450.34
2519-ERQOJ,One Year,Yes,Electronic check,54.6,0,1803.7,0,0,0,1803.7
2519-FAKOD,Month-to-Month,Yes,Bank transfer (automatic),99.25,31.27,3777.15,0,0,1188.26,4965.41
2519-LBNQL,One Year,Yes,Electronic check,104.35,22.95,6339.45,41.23,0,1377,7675.22
2519-TWKFS,One Year,Yes,Mailed check,55.1,47.1,1466.1,0,0,1177.5,2643.6
2520-SGTTA,Two Year,No,Mailed check,20,20.05,200,0,0,200.5,400.5
2521-NPUZR,Two Year,No,Credit card (automatic),101,41.05,7085.5,0,0,2873.5,9959
2522-AHJXR,Month-to-Month,Yes,Bank transfer (automatic),109.45,4.59,6572.85,0,0,275.4,6848.25
2522-WLNSF,One Year,No,Bank transfer (automatic),64.2,12.33,2106.3,0,0,419.22,2525.52
2523-EWWZL,Month-to-Month,Yes,Electronic check,76.1,39.67,2093.4,30.14,0,1071.09,3134.35
2525-GVKQU,Two Year,No,Mailed check,20.6,47.07,1093,0,0,2824.2,3917.2
2528-HFYZX,Month-to-Month,Yes,Electronic check,76.45,1.05,1233.4,0,0,17.85,1251.25
2530-ENDWQ,Two Year,Yes,Bank transfer (automatic),93.7,40.52,6585.35,0,0,2876.92,9462.27
2530-FMFXO,Two Year,Yes,Electronic check,103.2,42.16,5873.75,0,0,2360.96,8234.71
2533-QVMSK,Two Year,Yes,Electronic check,94.1,26.94,5638.3,0,0,1643.34,7281.64
2533-TIBIX,Month-to-Month,Yes,Bank transfer (automatic),30.2,0,469.65,0,0,0,469.65
2535-PBCGC,Two Year,No,Bank transfer (automatic),64.55,0,4504.9,46.06,0,0,4458.84
2538-OIMXF,Month-to-Month,No,Mailed check,24.7,0,24.7,0,70,0,94.7
2541-YGPKE,One Year,No,Credit card (automatic),63.7,44.95,2763.35,0,0,1887.9,4651.25
2542-HYGIQ,Month-to-Month,No,Credit card (automatic),19.95,38.84,19.95,0,0,38.84,58.79
2545-EBUPK,Two Year,Yes,Electronic check,84.05,21.9,186.05,0,0,43.8,229.85
2545-LXYVJ,Two Year,No,Bank transfer (automatic),20.7,21.72,1492.1,0,0,1563.84,3055.94
2546-KZAAT,One Year,Yes,Mailed check,75.4,10.4,3865.45,0,0,540.8,4406.25
2550-AEVRU,One Year,No,Electronic check,53.45,17.01,3053,0,0,969.57,4022.57
2550-QHZGP,One Year,No,Mailed check,19.5,30.58,128.6,0,0,214.06,342.66
2558-BUOZZ,One Year,No,Bank transfer (automatic),94.8,40.25,4535.85,3.34,0,1891.75,6424.26
2560-PPCHE,One Year,Yes,Bank transfer (automatic),105.05,26.83,6744.25,0,0,1743.95,8488.2
2560-QTSBS,One Year,Yes,Bank transfer (automatic),23.3,18.14,1623.15,0,0,1306.08,2929.23
2560-WBWXF,Two Year,Yes,Bank transfer (automatic),24.15,37.79,1498.85,0,0,2569.72,4068.57
2565-JSLRY,Month-to-Month,Yes,Mailed check,24.05,20.26,24.05,0,0,20.26,44.31
2568-BRGYX,Month-to-Month,Yes,Electronic check,70.2,13.02,237.95,0,0,52.08,290.03
2568-OIADY,Month-to-Month,Yes,Electronic check,99.5,36.29,3762,0,0,1342.73,5104.73
2569-WGERO,Two Year,Yes,Bank transfer (automatic),21.15,22.77,1419.4,19.31,0,1639.44,3039.53
2573-GYRUU,Two Year,Yes,Credit card (automatic),91.05,25.19,4370.75,0,0,1209.12,5579.87
2575-GFSOE,Month-to-Month,Yes,Electronic check,69,8.95,506.9,0,0,62.65,569.55
2576-HXMPA,Month-to-Month,No,Credit card (automatic),19.55,8.23,19.55,0,0,8.23,27.78
2577-GVSIL,One Year,Yes,Bank transfer (automatic),73.45,13.39,2661.1,0,0,468.65,3129.75
2578-JQPHZ,Two Year,No,Bank transfer (automatic),100.1,48.95,4378.35,0,0,2153.8,6532.15
2580-ASVVY,Two Year,No,Electronic check,45.4,0,1593.1,44.13,0,0,1548.97
2580-ATZSQ,One Year,No,Bank transfer (automatic),61.35,19.25,3874.1,0,0,1251.25,5125.35
2581-VKIRT,One Year,No,Mailed check,65.5,14.49,3801.3,0,0,854.91,4656.21
2582-FFFZR,Month-to-Month,Yes,Electronic check,50.6,0,1073.3,0,0,0,1073.3
2585-KTFRE,Month-to-Month,Yes,Bank transfer (automatic),70.45,20.1,70.45,0,0,20.1,90.55
2586-CWXVV,Month-to-Month,No,Electronic check,30.4,0,1621.35,0,0,0,1621.35
2587-EKXTS,Month-to-Month,Yes,Electronic check,111.5,44.45,4915.15,0,0,1955.8,6870.95
2587-YNLES,Two Year,No,Mailed check,20.1,25.05,100.35,0,0,150.3,250.65
2589-AYCRP,One Year,No,Bank transfer (automatic),19.75,37.95,989.05,0,0,1897.5,2886.55
