customer_id,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married
2277-DJJDL,Male,69,No,Yes,Yes,No,0,Yes
2277-VWCNI,Female,65,No,Yes,No,No,0,No
2279-AXJJK,Male,27,Yes,No,Yes,No,0,Yes
2282-YGNOR,Female,42,No,No,No,No,0,No
2284-VFLKH,Male,23,Yes,No,Yes,No,0,Yes
2292-XQWSV,Male,19,Yes,No,Yes,Yes,2,Yes
2293-IJWPS,Female,39,No,No,Yes,No,0,Yes
2294-DMMUS,Female,25,Yes,No,Yes,Yes,3,Yes
2294-SALNE,Male,51,No,No,Yes,No,0,Yes
2296-DKZFP,Female,25,Yes,No,Yes,No,0,Yes
2300-RQGOI,Female,33,No,No,No,No,0,No
2302-ANTDP,Female,76,No,Yes,Yes,No,0,Yes
2302-OUZXB,Male,62,No,No,Yes,No,0,Yes
2303-PJYHN,Female,27,Yes,No,Yes,No,0,Yes
2305-MRGLV,Male,31,No,No,Yes,No,0,Yes
2307-FYNNL,Male,67,No,Yes,No,No,0,No
2308-STERM,Female,58,No,No,No,No,0,No
2309-OSFEU,Male,42,No,No,No,No,0,No
2311-QYMUQ,Female,41,No,No,Yes,No,0,Yes
2314-TNDJQ,Female,28,Yes,No,Yes,Yes,3,Yes
2316-ESMLS,Female,54,No,No,Yes,No,0,Yes
2320-JRSDE,Female,33,No,No,Yes,Yes,1,Yes
2320-SLKMB,Female,46,No,No,No,No,0,No
2320-TZRRH,Female,38,No,No,No,No,0,No
2320-YKQBO,Female,51,No,No,No,No,0,No
2321-OMBXY,Female,55,No,No,Yes,No,0,Yes
2322-VCZHZ,Male,70,No,Yes,Yes,No,0,Yes
2323-ARSVR,Male,51,No,No,Yes,No,0,Yes
2324-AALNO,Female,63,No,No,No,No,0,No
2324-EFHVG,Male,37,No,No,No,No,0,No
2325-NBPZG,Female,20,Yes,No,No,No,0,No
2325-WINES,Female,44,No,No,No,No,0,No
2325-ZUSFD,Female,46,No,No,Yes,No,0,Yes
2330-PQGDQ,Male,36,No,No,Yes,Yes,3,Yes
2332-EFBJY,Male,35,No,No,No,No,0,No
2332-TODQS,Female,44,No,No,No,No,0,No
2333-KWEWW,Male,64,No,No,No,No,0,No
2335-GSODA,Male,36,No,No,No,Yes,3,No
2338-BQEZT,Female,38,No,No,No,No,0,No
2342-CKIAO,Female,39,No,No,No,No,0,No
2344-JMOGN,Male,54,No,No,Yes,No,0,Yes
2346-CZYIL,Male,42,No,No,No,No,0,No
2346-DJQTB,Female,54,No,No,No,No,0,No
2346-LOCWC,Female,52,No,No,Yes,Yes,2,Yes
2347-WKKAE,Male,52,No,No,Yes,No,0,Yes
2348-KCJLT,Female,60,No,No,Yes,No,0,Yes
2351-BKRZW,Female,30,No,No,Yes,Yes,1,Yes
2351-RRBUE,Female,20,Yes,No,Yes,No,0,Yes
2357-COQEK,Female,79,No,Yes,No,No,0,No
2359-KLTEK,Female,25,Yes,No,Yes,Yes,3,Yes
2359-KMGLI,Male,52,No,No,No,No,0,No
2359-QWQUL,Female,35,No,No,Yes,No,0,Yes
2360-RDGRO,Male,48,No,No,Yes,No,0,Yes
2361-FJWNO,Male,55,No,No,No,No,0,No
2361-UPSND,Female,45,No,No,Yes,No,0,Yes
2362-IBOOY,Male,22,Yes,No,No,No,0,No
2363-BJLSL,Male,49,No,No,No,No,0,No
2364-UFROM,Male,47,No,No,No,No,0,No
2368-GAKKQ,Female,28,Yes,No,No,No,0,No
2369-FEVNO,Male,36,No,No,No,No,0,No
2369-UAPKZ,Male,43,No,No,No,No,0,No
2371-JQHZZ,Male,54,No,No,Yes,No,0,Yes
2371-JUNGC,Male,46,No,No,No,No,0,No
2371-KFUOG,Male,54,No,No,No,No,0,No
2372-HWUHI,Male,45,No,No,No,No,0,No
2373-NTKOD,Male,40,No,No,No,No,0,No
2378-HTWFW,Male,78,No,Yes,No,No,0,No
2378-VTKDH,Male,76,No,Yes,Yes,No,0,Yes
2378-YIZKA,Female,61,No,No,Yes,Yes,1,Yes
2379-ENZGV,Male,61,No,No,No,No,0,No
2379-GYFLQ,Male,31,No,No,No,No,0,No
2380-DAMQP,Female,63,No,No,Yes,No,0,Yes
2382-BCKQJ,Female,41,No,No,No,No,0,No
2384-OVPSA,Female,65,No,Yes,No,No,0,No
2386-LAHRK,Male,22,Yes,No,No,No,0,No
2386-OWURY,Female,20,Yes,No,No,No,0,No
2387-KDZQY,Male,46,No,No,No,No,0,No
2388-LAESQ,Female,74,No,Yes,Yes,No,0,Yes
2391-IPLOP,Male,25,Yes,No,Yes,No,0,Yes
2391-SOORI,Male,40,No,No,No,Yes,1,No
2393-DIVAI,Female,40,No,No,No,No,0,No
2397-BRLOM,Male,67,No,Yes,Yes,No,0,Yes
2398-YPMUR,Female,77,No,Yes,Yes,No,0,Yes
2400-FEQME,Male,57,No,No,Yes,Yes,3,Yes
2400-XIWIO,Female,30,No,No,Yes,No,0,Yes
2402-TAIRZ,Female,48,No,No,No,No,0,No
2403-BCASL,Male,66,No,Yes,Yes,No,0,Yes
2404-JIBFC,Female,37,No,No,Yes,Yes,3,Yes
2405-LBMUW,Female,25,Yes,No,Yes,Yes,1,Yes
2408-PSJVE,Male,41,No,No,Yes,Yes,3,Yes
2408-TZMJL,Male,43,No,No,Yes,No,0,Yes
2408-WITXK,Female,67,No,Yes,No,No,0,No
2410-CIYFZ,Male,42,No,No,No,Yes,2,No
2418-TPEUN,Female,58,No,No,Yes,Yes,1,Yes
2419-FSORS,Male,29,Yes,No,Yes,No,0,Yes
2424-WVHPL,Male,79,No,Yes,No,No,0,No
2428-HYUNX,Male,74,No,Yes,Yes,No,0,Yes
2428-ZMCTB,Male,24,Yes,No,No,No,0,No
2429-AYKKO,Male,52,No,No,No,No,0,No
2430-RRYUW,Male,32,No,No,No,No,0,No
2430-USGXP,Male,44,No,No,Yes,No,0,Yes
2432-TFSMK,Male,43,No,No,No,No,0,No
2433-KMEAS,Male,62,No,No,No,No,0,No
2434-EEVDB,Female,45,No,No,Yes,No,0,Yes
2436-QBZFP,Female,53,No,No,Yes,Yes,1,Yes
2439-LYPMQ,Male,79,No,Yes,Yes,No,0,Yes
2439-QKJUL,Male,31,No,No,No,No,0,No
2446-BEGGB,Female,79,No,Yes,No,No,0,No
2446-PLQVO,Male,32,No,No,No,No,0,No
2446-ZKVAF,Male,19,Yes,No,Yes,No,0,Yes
2450-ZKEED,Female,33,No,No,No,No,0,No
2451-YMUXS,Male,79,No,Yes,No,No,0,No
2452-KDRRH,Male,76,No,Yes,No,No,0,No
2452-MRMZF,Female,70,No,Yes,Yes,No,0,Yes
2452-SNHFZ,Female,19,Yes,No,No,No,0,No
2453-SAFNS,Female,68,No,Yes,No,No,0,No
2454-RPBRZ,Female,67,No,Yes,Yes,No,0,Yes
2455-USLMV,Female,30,No,No,No,No,0,No
2458-EOMRE,Female,19,Yes,No,No,No,0,No
2460-FPSYH,Female,72,No,Yes,No,No,0,No
2460-NGXBJ,Male,65,No,Yes,Yes,Yes,1,Yes
2462-XIIJB,Male,33,No,No,No,No,0,No
2465-BLLEU,Male,31,No,No,No,No,0,No
2466-FCCPT,Female,50,No,No,Yes,Yes,3,Yes
2466-NEJOJ,Male,58,No,No,Yes,Yes,3,Yes
2468-SJFLM,Male,37,No,No,No,No,0,No
2469-DTSGX,Female,72,No,Yes,No,No,0,No
2472-OVKUP,Male,39,No,No,Yes,Yes,2,Yes
2474-BRUCM,Male,76,No,Yes,Yes,No,0,Yes
2474-LCNUE,Female,20,Yes,No,Yes,No,0,Yes
2475-MROZF,Male,36,No,No,No,No,0,No
2476-YGEFM,Female,24,Yes,No,No,No,0,No
2478-EEWWM,Male,21,Yes,No,Yes,No,0,Yes
2479-BRAMR,Male,74,No,Yes,Yes,No,0,Yes
2480-EJWYP,Female,66,No,Yes,Yes,No,0,Yes
2480-JZOSN,Female,64,No,No,Yes,No,0,Yes
2480-SQIOB,Male,40,No,No,Yes,Yes,2,Yes
2481-SBOYW,Female,62,No,No,No,Yes,1,No
2482-CZGBB,Male,41,No,No,No,No,0,No
2483-XSSMZ,Female,22,Yes,No,No,No,0,No
2484-DGXPZ,Female,45,No,No,Yes,No,0,Yes
2485-ITVKB,Female,36,No,No,Yes,No,0,Yes
2486-WYVVE,Male,47,No,No,Yes,No,0,Yes
2495-INZWQ,Male,44,No,No,No,No,0,No
2495-KZNFB,Female,26,Yes,No,No,No,0,No
2495-TTHBQ,Female,52,No,No,No,Yes,1,No
2498-XLDZR,Female,26,Yes,No,Yes,Yes,1,Yes
2499-AJYUA,Female,69,No,Yes,Yes,No,0,Yes
2501-XWWTZ,Male,51,No,No,No,No,0,No
2504-DSHIH,Male,66,No,Yes,Yes,No,0,Yes
2506-CLAKW,Female,20,Yes,No,No,No,0,No
2506-TNFCO,Female,76,No,Yes,Yes,No,0,Yes
2507-QZPQS,Male,24,Yes,No,No,No,0,No
2509-TFPJU,Male,62,No,No,Yes,No,0,Yes
2511-ALLCS,Female,38,No,No,Yes,Yes,3,Yes
2511-MORQY,Male,46,No,No,Yes,No,0,Yes
2514-GINMM,Male,60,No,No,No,No,0,No
2516-VQRRV,Female,77,No,Yes,No,No,0,No
2516-XSJKX,Female,20,Yes,No,Yes,Yes,2,Yes
2519-ERQOJ,Male,74,No,Yes,No,No,0,No
2519-FAKOD,Male,30,No,No,No,No,0,No
2519-LBNQL,Male,80,No,Yes,Yes,No,0,Yes
2519-TWKFS,Male,34,No,No,Yes,Yes,1,Yes
2520-SGTTA,Female,23,Yes,No,Yes,Yes,3,Yes
2521-NPUZR,Male,26,Yes,No,Yes,No,0,Yes
2522-AHJXR,Male,36,No,No,Yes,No,0,Yes
2522-WLNSF,Female,74,No,Yes,Yes,No,0,Yes
2523-EWWZL,Female,26,Yes,No,Yes,No,0,Yes
2525-GVKQU,Female,60,No,No,No,No,0,No
2528-HFYZX,Male,66,No,Yes,Yes,No,0,Yes
2530-ENDWQ,Female,55,No,No,Yes,No,0,Yes
2530-FMFXO,Male,38,No,No,Yes,Yes,1,Yes
2533-QVMSK,Male,46,No,No,Yes,No,0,Yes
2533-TIBIX,Male,59,No,No,Yes,Yes,2,Yes
2535-PBCGC,Female,21,Yes,No,Yes,No,0,Yes
2538-OIMXF,Female,29,Yes,No,No,Yes,1,No
2541-YGPKE,Male,29,Yes,No,Yes,Yes,3,Yes
2542-HYGIQ,Female,58,No,No,No,No,0,No
2545-EBUPK,Female,70,No,Yes,No,No,0,No
2545-LXYVJ,Male,19,Yes,No,Yes,No,0,Yes
2546-KZAAT,Male,28,Yes,No,Yes,No,0,Yes
2550-AEVRU,Female,33,No,No,Yes,Yes,2,Yes
2550-QHZGP,Male,48,No,No,No,No,0,No
2558-BUOZZ,Male,51,No,No,No,No,0,No
2560-PPCHE,Female,22,Yes,No,No,No,0,No
2560-QTSBS,Female,26,Yes,No,Yes,Yes,2,Yes
2560-WBWXF,Male,45,No,No,No,No,0,No
2565-JSLRY,Male,21,Yes,No,No,No,0,No
2568-BRGYX,Male,43,No,No,No,No,0,No
2568-OIADY,Female,26,Yes,No,Yes,No,0,Yes
2569-WGERO,Female,30,No,No,No,No,0,No
2573-GYRUU,Male,65,No,Yes,Yes,No,0,Yes
2575-GFSOE,Female,25,Yes,No,Yes,No,0,Yes
2576-HXMPA,Female,30,No,No,No,No,0,No
2577-GVSIL,Male,61,No,No,Yes,No,0,Yes
2578-JQPHZ,Male,30,No,No,No,No,0,No
2580-ASVVY,Female,23,Yes,No,Yes,No,0,Yes
2580-ATZSQ,Female,55,No,No,Yes,Yes,2,Yes
2581-VKIRT,Female,57,No,No,Yes,No,0,Yes
2582-FFFZR,Female,34,No,No,No,No,0,No
2585-KTFRE,Male,61,No,No,No,Yes,1,No
2586-CWXVV,Male,45,No,No,Yes,No,0,Yes
2587-EKXTS,Male,48,No,No,No,No,0,No
2587-YNLES,Female,52,No,No,Yes,Yes,1,Yes
2589-AYCRP,Female,63,No,No,No,No,0,No
2592-HODOV,Male,44,No,No,No,No,0,No
2592-SEIFQ,Male,36,No,No,No,No,0,No
2592-YKDIF,Female,47,No,No,No,No,0,No
2595-KIWPV,Male,48,No,No,No,Yes,1,No
2599-CIPQE,Male,36,No,No,Yes,Yes,3,Yes
2599-CZABP,Male,57,No,No,Yes,No,0,Yes
2603-HVKCG,Male,20,Yes,No,No,No,0,No
2604-IJPDU,Female,32,No,No,Yes,No,0,Yes
2604-XVDAM,Female,54,No,No,No,No,0,No
2606-PKWJB,Male,62,No,No,No,Yes,3,No
2606-RMDHZ,Male,47,No,No,No,No,0,No
2607-DHDAK,Male,54,No,No,Yes,Yes,2,Yes
2607-FBDFF,Male,32,No,No,No,No,0,No
2608-BHKFN,Female,46,No,No,No,No,0,No
2609-IAICY,Female,32,No,No,No,No,0,No
2612-PHGOX,Male,47,No,No,Yes,No,0,Yes
2612-RANWT,Female,24,Yes,No,No,No,0,No
2612-RRIDN,Male,25,Yes,No,No,No,0,No
2615-YVMYX,Male,68,No,Yes,Yes,No,0,Yes
2616-FLVQC,Male,42,No,No,No,No,0,No
2616-UUTFK,Male,54,No,No,Yes,No,0,Yes
2619-WFQWU,Female,34,No,No,No,No,0,No
2621-UDNLU,Female,35,No,No,Yes,No,0,Yes
2623-DRYAM,Female,19,Yes,No,Yes,No,0,Yes
2625-TRCZQ,Female,21,Yes,No,Yes,No,0,Yes
2626-URJFX,Male,55,No,No,Yes,Yes,3,Yes
2626-VEEWG,Male,48,No,No,Yes,Yes,2,Yes
2632-IVXVF,Female,40,No,No,Yes,Yes,3,Yes
2632-TACXW,Female,49,No,No,Yes,No,0,Yes
2632-UCGVD,Male,71,No,Yes,Yes,No,0,Yes
2634-HCZGT,Male,71,No,Yes,Yes,No,0,Yes
2636-ALXXZ,Female,68,No,Yes,No,No,0,No
2636-OHFMN,Male,26,Yes,No,Yes,No,0,Yes
2636-SJDOU,Male,34,No,No,No,No,0,No
2637-FKFSY,Female,61,No,No,Yes,No,0,Yes
2639-UGMAZ,Male,73,No,Yes,No,No,0,No
2640-LYMOV,Male,59,No,No,No,No,0,No
2640-PMGFL,Male,35,No,No,No,No,0,No
2642-DTVCO,Male,68,No,Yes,No,No,0,No
2642-MAWLJ,Female,26,Yes,No,Yes,Yes,2,Yes
2645-QTLMB,Male,22,Yes,No,No,No,0,No
2649-HWLYB,Male,45,No,No,Yes,No,0,Yes
2650-GYRYL,Male,25,Yes,No,Yes,Yes,1,Yes
2651-ZCBXV,Male,49,No,No,No,No,0,No
2654-VBVPB,Female,22,Yes,No,No,No,0,No
2656-FMOKZ,Female,70,No,Yes,No,Yes,2,No
2656-TABEH,Male,57,No,No,Yes,No,0,Yes
2657-ALMWY,Female,65,No,Yes,Yes,No,0,Yes
2657-VPXTA,Female,45,No,No,Yes,Yes,3,Yes
2659-VXMWZ,Male,58,No,No,Yes,No,0,Yes
2660-EMUBI,Male,71,No,Yes,No,No,0,No
2661-GKBTK,Male,39,No,No,Yes,Yes,3,Yes
2662-NNTDK,Male,50,No,No,No,No,0,No
2664-XJZNO,Male,43,No,No,Yes,Yes,3,Yes
2665-NPTGL,Female,79,No,Yes,Yes,No,0,Yes
2667-WYLWJ,Female,44,No,No,Yes,No,0,Yes
2668-TZSPS,Male,32,No,No,No,No,0,No
2669-OIDSD,Female,58,No,No,Yes,No,0,Yes
2669-QVCRG,Female,32,No,No,No,No,0,No
2672-DZUOY,Male,46,No,No,No,No,0,No
2672-HUYVI,Female,53,No,No,No,No,0,No
2672-OJQZP,Female,35,No,No,No,No,0,No
2672-TGEFF,Female,33,No,No,Yes,Yes,2,Yes
2673-CXQEU,Female,73,No,Yes,No,No,0,No
2673-ZALNP,Female,29,Yes,No,No,No,0,No
2674-MIAHT,Female,26,Yes,No,No,No,0,No
2674-MLXMN,Female,73,No,Yes,No,No,0,No
2675-DHUTR,Male,80,No,Yes,Yes,No,0,Yes
2675-IJRGJ,Male,62,No,No,No,No,0,No
2675-OTVVJ,Male,76,No,Yes,Yes,No,0,Yes
2676-ISHSF,Male,22,Yes,No,No,No,0,No
2676-OXPPQ,Male,22,Yes,No,No,No,0,No
2676-SSLTO,Male,49,No,No,No,No,0,No
2680-XKKNJ,Female,60,No,No,No,No,0,No
2682-KEVRP,Female,65,No,Yes,No,No,0,No
2683-BPJSO,Male,37,No,No,Yes,No,0,Yes
2683-JXWQQ,Male,24,Yes,No,Yes,Yes,1,Yes
2684-EIWEO,Female,69,No,Yes,No,No,0,No
2685-SREOM,Female,36,No,No,Yes,No,0,Yes
2688-BHGOG,Male,73,No,Yes,No,No,0,No
2690-DVRVK,Male,27,Yes,No,Yes,Yes,2,Yes
2691-NZETQ,Male,28,Yes,No,No,No,0,No
2692-AQCPF,Female,32,No,No,Yes,No,0,Yes
2692-BUCFV,Male,79,No,Yes,No,No,0,No
2692-PFYTJ,Female,23,Yes,No,No,No,0,No
2694-CIUMO,Female,47,No,No,No,No,0,No
2696-ECXKC,Female,34,No,No,Yes,Yes,1,Yes
2696-NARTR,Male,40,No,No,No,No,0,No
2696-RZVZW,Male,19,Yes,No,Yes,No,0,Yes
2697-NQBPF,Male,51,No,No,No,No,0,No
2700-LUEVA,Male,49,No,No,No,No,0,No
2703-AMTUL,Male,40,No,No,Yes,Yes,1,Yes
2706-QZIHY,Female,35,No,No,Yes,No,0,Yes
2709-UQGNP,Male,38,No,No,No,No,0,No
2710-WYVXG,Female,36,No,No,No,No,0,No
2712-SYWAY,Female,30,No,No,No,No,0,No
2716-GFZOR,Male,48,No,No,Yes,No,0,Yes
2717-HVIZY,Female,24,Yes,No,No,Yes,2,No
2718-GAXQD,Female,68,No,Yes,Yes,Yes,3,Yes
2718-YSKCS,Male,64,No,No,Yes,Yes,3,Yes
2719-BDAQO,Male,36,No,No,No,No,0,No
2720-FVBQP,Female,28,Yes,No,Yes,Yes,1,Yes
2720-WGKHP,Male,65,No,Yes,No,No,0,No
2722-JMONI,Female,73,No,Yes,Yes,No,0,Yes
2722-VOJQL,Male,30,No,No,No,No,0,No
2724-FJDYW,Male,31,No,No,No,Yes,3,No
2725-IWWBA,Male,52,No,No,Yes,Yes,2,Yes
2725-KXXWT,Male,26,Yes,No,Yes,No,0,Yes
2725-TTRIQ,Female,45,No,No,Yes,Yes,3,Yes
2729-VNVAP,Female,35,No,No,Yes,Yes,1,Yes
2731-GJRDG,Female,55,No,No,No,No,0,No
2732-ISEZX,Female,44,No,No,No,No,0,No
2737-WFVYW,Female,28,Yes,No,No,No,0,No
2737-YNGYW,Female,29,Yes,No,No,No,0,No
2739-CACDQ,Female,79,No,Yes,No,No,0,No
2739-CCZMB,Male,39,No,No,No,Yes,1,No
2740-JFBOK,Male,35,No,No,No,No,0,No
2740-TVLFN,Male,42,No,No,No,No,0,No
2746-DIJLO,Female,40,No,No,No,No,0,No
2748-MYRVK,Female,22,Yes,No,No,No,0,No
2749-CTKAJ,Male,37,No,No,Yes,No,0,Yes
2750-BJLSB,Female,32,No,No,No,No,0,No
2753-JMMCV,Male,41,No,No,No,No,0,No
2754-SDJRD,Female,74,No,Yes,No,No,0,No
2754-VDLTR,Male,54,No,No,No,No,0,No
2754-XBHTB,Female,40,No,No,No,No,0,No
2758-RNWXS,Male,60,No,No,No,No,0,No
2761-OCIAX,Male,74,No,Yes,No,No,0,No
2761-XECQW,Male,67,No,Yes,Yes,No,0,Yes
2770-NSVDG,Male,25,Yes,No,Yes,No,0,Yes
2773-MADBQ,Female,46,No,No,No,No,0,No
2773-OVBPK,Male,60,No,No,Yes,No,0,Yes
2774-LVQUS,Female,65,No,Yes,Yes,No,0,Yes
2775-SEFEE,Male,56,No,No,No,Yes,1,No
2777-PHDEI,Female,20,Yes,No,No,No,0,No
2778-OCLGR,Male,75,No,Yes,Yes,No,0,Yes
2782-JEEBU,Male,39,No,No,No,No,0,No
2782-LFZVW,Female,52,No,No,No,No,0,No
2786-GCDPI,Female,75,No,Yes,No,No,0,No
2788-CJQAQ,Male,39,No,No,No,No,0,No
2789-CZANW,Female,49,No,No,Yes,Yes,1,Yes
2789-HQBOU,Male,60,No,No,No,No,0,No
2790-XUYMV,Male,19,Yes,No,No,Yes,1,No
2791-SFVEW,Female,63,No,No,No,No,0,No
2792-LSHWX,Female,49,No,No,No,No,0,No
2792-VPPET,Male,28,Yes,No,No,No,0,No
2794-XIMMO,Male,61,No,No,Yes,No,0,Yes
2796-NNUFI,Female,56,No,No,Yes,No,0,Yes
2796-UUZZO,Male,30,No,No,Yes,Yes,2,Yes
2798-NYLMZ,Male,29,Yes,No,Yes,No,0,Yes
2799-ARNLO,Female,67,No,Yes,Yes,No,0,Yes
2799-TSLAG,Female,25,Yes,No,Yes,Yes,3,Yes
2800-QQUSO,Male,48,No,No,No,No,0,No
2800-VEQXM,Female,48,No,No,No,No,0,No
2801-NISEI,Male,28,Yes,No,No,No,0,No
2804-ETQDK,Male,57,No,No,No,Yes,2,No
2805-AUFQN,Female,42,No,No,No,No,0,No
2805-EDJPQ,Female,45,No,No,Yes,No,0,Yes
2806-MLNTI,Male,79,No,Yes,Yes,No,0,Yes
2808-CHTDM,Female,47,No,No,Yes,Yes,2,Yes
2809-ILCYT,Female,56,No,No,Yes,No,0,Yes
2809-ZMYOQ,Female,33,No,No,No,No,0,No
2810-FTLEM,Female,21,Yes,No,No,No,0,No
2811-POVEX,Female,74,No,Yes,Yes,Yes,3,Yes
2812-ENYMO,Male,22,Yes,No,No,No,0,No
2812-REYAT,Female,56,No,No,Yes,No,0,Yes
2812-SFXMJ,Male,46,No,No,No,Yes,3,No
2815-CPTUL,Male,68,No,Yes,No,No,0,No
2817-LVCPP,Female,36,No,No,No,No,0,No
2817-NTQDO,Male,52,No,No,No,No,0,No
2819-GWENI,Female,64,No,No,Yes,Yes,1,Yes
2821-WARNZ,Female,25,Yes,No,No,Yes,1,No
2823-LKABH,Female,51,No,No,No,No,0,No
2824-DXNKN,Female,26,Yes,No,Yes,Yes,1,Yes
2824-MYYBN,Female,43,No,No,Yes,Yes,2,Yes
2826-DXLQO,Male,80,No,Yes,Yes,No,0,Yes
2826-UWHIS,Male,64,No,No,Yes,No,0,Yes
2828-SLQPF,Male,53,No,No,No,No,0,No
2829-HYVZP,Male,42,No,No,No,No,0,No
2830-LEWOA,Male,37,No,No,Yes,Yes,1,Yes
2831-EBWRN,Male,46,No,No,No,No,0,No
2832-KJCRD,Female,22,Yes,No,No,No,0,No
2832-SCUCO,Female,52,No,No,No,No,0,No
2833-SLKDQ,Male,23,Yes,No,No,No,0,No
2834-JKOOW,Female,60,No,No,No,No,0,No
2834-JRTUA,Male,30,No,No,No,No,0,No
2834-SPCJV,Male,40,No,No,Yes,No,0,Yes
2839-RFSQE,Female,60,No,No,No,No,0,No
2840-XANRC,Male,77,No,Yes,Yes,No,0,Yes
2842-BCQGE,Male,39,No,No,No,No,0,No
2842-JTCCU,Male,27,Yes,No,No,No,0,No
2843-CQMEG,Male,21,Yes,No,No,No,0,No
2845-AFFTX,Male,78,No,Yes,Yes,No,0,Yes
2845-HSJCY,Female,49,No,No,Yes,No,0,Yes
2845-KDHVX,Female,57,No,No,Yes,No,0,Yes
2848-YXSMW,Male,38,No,No,Yes,No,0,Yes
2851-MMUTZ,Female,29,Yes,No,No,No,0,No
2851-STERV,Male,79,No,Yes,No,No,0,No
2853-CWQFQ,Male,20,Yes,No,No,Yes,1,No
2856-HYAPG,Female,62,No,No,No,No,0,No
2856-NNASM,Male,74,No,Yes,No,No,0,No
2858-EIMXH,Female,69,No,Yes,Yes,No,0,Yes
2858-MOFSQ,Female,50,No,No,No,No,0,No
2860-RANUS,Female,67,No,Yes,No,No,0,No
2862-JVEOY,Male,33,No,No,No,No,0,No
2862-PFNIK,Male,47,No,No,No,Yes,3,No
2863-IMQDR,Female,52,No,No,No,No,0,No
2865-TCHJW,Female,74,No,Yes,No,No,0,No
2866-IKBTM,Female,57,No,No,No,No,0,No
2867-UIMSS,Male,24,Yes,No,No,No,0,No
2868-LLSKM,Female,50,No,No,Yes,Yes,2,Yes
2868-MZAGQ,Male,49,No,No,No,No,0,No
2868-SNELZ,Female,54,No,No,No,No,0,No
2869-ADAWR,Female,41,No,No,No,No,0,No
2873-ZLIWT,Female,64,No,No,Yes,No,0,Yes
2874-YXVVA,Female,38,No,No,No,No,0,No
2876-GZYZC,Female,49,No,No,No,No,0,No
2876-VBBBL,Female,64,No,No,No,No,0,No
2877-VDUER,Female,36,No,No,Yes,Yes,1,Yes
2878-DHMIN,Male,63,No,No,Yes,Yes,2,Yes
2878-RMWXY,Male,75,No,Yes,Yes,No,0,Yes
2880-FPNAE,Male,69,No,Yes,Yes,No,0,Yes
2882-DDZPG,Female,27,Yes,No,No,No,0,No
2882-WDTBA,Male,64,No,No,Yes,No,0,Yes
2883-ILGWO,Male,68,No,Yes,No,No,0,No
2884-GBPFB,Female,61,No,No,Yes,No,0,Yes
2885-HIJDH,Male,47,No,No,Yes,Yes,3,Yes
2886-KEFUM,Female,50,No,No,Yes,No,0,Yes
2887-JPYLU,Female,58,No,No,No,Yes,3,No
2888-ADFAO,Female,47,No,No,Yes,Yes,3,Yes
2889-FPWRM,Male,31,No,No,Yes,No,0,Yes
2890-WFBHU,Female,26,Yes,No,No,No,0,No
2892-GESUL,Female,20,Yes,No,Yes,Yes,3,Yes
2894-QOJRX,Female,19,Yes,No,Yes,No,0,Yes
2896-TBNBE,Male,46,No,No,Yes,No,0,Yes
2897-DOVND,Male,31,No,No,No,No,0,No
2898-LSJGD,Female,30,No,No,Yes,No,0,Yes
2898-MRKPI,Male,36,No,No,Yes,Yes,1,Yes
2900-PHPLN,Female,73,No,Yes,Yes,No,0,Yes
2903-YYTBW,Male,48,No,No,Yes,Yes,2,Yes
2904-GGUAZ,Female,24,Yes,No,Yes,No,0,Yes
2905-KFQUV,Female,61,No,No,Yes,No,0,Yes
2907-ILJBN,Female,21,Yes,No,Yes,No,0,Yes
2908-WGAXL,Female,40,No,No,Yes,Yes,2,Yes
2908-ZTPNF,Female,41,No,No,No,No,0,No
2911-IJORQ,Male,42,No,No,No,No,0,No
2911-UREFD,Female,50,No,No,Yes,No,0,Yes
2911-WDXMV,Male,29,Yes,No,No,Yes,3,No
2916-BQZLN,Male,29,Yes,No,No,No,0,No
2919-HBCJO,Female,36,No,No,No,No,0,No
2920-RNCEZ,Male,46,No,No,Yes,Yes,1,Yes
2921-XWDJH,Female,76,No,Yes,Yes,No,0,Yes
2923-ARZLG,Male,38,No,No,Yes,Yes,2,Yes
2924-KHUVI,Male,28,Yes,No,Yes,No,0,Yes
2925-MXLSX,Female,37,No,No,No,No,0,No
2925-VDZHY,Male,64,No,No,Yes,Yes,2,Yes
2926-JEJJC,Female,26,Yes,No,No,No,0,No
2927-CVULT,Female,64,No,No,Yes,Yes,1,Yes
2927-QRRQV,Male,44,No,No,Yes,No,0,Yes
2928-HLDBA,Female,31,No,No,No,No,0,No
2929-ERCFZ,Female,22,Yes,No,Yes,No,0,Yes
2929-QNSRW,Female,21,Yes,No,Yes,No,0,Yes
2930-UOTMB,Female,29,Yes,No,No,No,0,No
2931-FSOHN,Male,76,No,Yes,No,No,0,No
2931-SVLTV,Male,59,No,No,Yes,Yes,3,Yes
2931-VUVJN,Female,71,No,Yes,Yes,No,0,Yes
2931-XIQBR,Female,41,No,No,Yes,Yes,3,Yes
2933-FILNV,Female,53,No,No,Yes,Yes,3,Yes
2933-XEUJM,Female,56,No,No,No,No,0,No
2937-FTHUR,Female,45,No,No,No,Yes,3,No
2946-KIQSP,Female,59,No,No,No,No,0,No
2947-DOMLJ,Male,47,No,No,No,Yes,2,No
2951-QOQTK,Male,28,Yes,No,No,No,0,No
2952-QAYZF,Male,30,No,No,No,No,0,No
